"checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_duration","percent_of_income","years_at_residence","age","other_credit","housing","existing_loans_count","job","dependents","phone","default"
"645","< 0 DM",18,"critical","furniture/appliances",1880,"< 100 DM","4 - 7 years",4,1,32,"none","own",2,"management",1,"yes","no"
"646","unknown",36,"poor","business",7980,"unknown","< 1 year",4,4,27,"none","rent",2,"skilled",1,"yes","yes"
"647","< 0 DM",30,"perfect","furniture/appliances",4583,"< 100 DM","1 - 4 years",2,2,32,"none","own",2,"skilled",1,"no","no"
"648","unknown",12,"good","car",1386,"500 - 1000 DM","1 - 4 years",2,2,26,"none","own",1,"skilled",1,"no","yes"
"649","> 200 DM",24,"good","car",947,"< 100 DM","4 - 7 years",4,3,38,"bank","other",1,"skilled",2,"no","yes"
"650","< 0 DM",12,"good","education",684,"< 100 DM","1 - 4 years",4,4,40,"none","rent",1,"unskilled",2,"no","yes"
"651","< 0 DM",48,"good","education",7476,"< 100 DM","4 - 7 years",4,1,50,"none","other",1,"management",1,"yes","no"
"652","1 - 200 DM",12,"good","furniture/appliances",1922,"< 100 DM","1 - 4 years",4,2,37,"none","own",1,"unskilled",1,"no","yes"
"653","< 0 DM",24,"good","car",2303,"< 100 DM","> 7 years",4,1,45,"none","own",1,"skilled",1,"no","yes"
"654","1 - 200 DM",36,"poor","car",8086,"100 - 500 DM","> 7 years",2,4,42,"none","own",4,"management",1,"yes","yes"
"655","unknown",24,"critical","car",2346,"< 100 DM","4 - 7 years",4,3,35,"none","own",2,"skilled",1,"yes","no"
"656","< 0 DM",14,"good","car",3973,"< 100 DM","unemployed",1,4,22,"none","other",1,"skilled",1,"no","no"
"657","1 - 200 DM",12,"good","car",888,"< 100 DM","> 7 years",4,4,41,"bank","own",1,"unskilled",2,"no","yes"
"658","unknown",48,"good","furniture/appliances",10222,"unknown","4 - 7 years",4,3,37,"store","own",1,"skilled",1,"yes","no"
"659","1 - 200 DM",30,"perfect","business",4221,"< 100 DM","1 - 4 years",2,1,28,"none","own",2,"skilled",1,"no","no"
"660","1 - 200 DM",18,"critical","furniture/appliances",6361,"< 100 DM","> 7 years",2,1,41,"none","own",1,"skilled",1,"yes","no"
"661","> 200 DM",12,"good","furniture/appliances",1297,"< 100 DM","1 - 4 years",3,4,23,"none","rent",1,"skilled",1,"no","no"
"662","< 0 DM",12,"good","car",900,"unknown","1 - 4 years",4,2,23,"none","own",1,"skilled",1,"no","yes"
"663","unknown",21,"good","furniture/appliances",2241,"< 100 DM","> 7 years",4,2,50,"none","own",2,"skilled",1,"no","no"
"664","1 - 200 DM",6,"poor","furniture/appliances",1050,"< 100 DM","unemployed",4,1,35,"store","own",2,"management",1,"yes","no"
"665","> 200 DM",6,"critical","education",1047,"< 100 DM","1 - 4 years",2,4,50,"none","own",1,"unskilled",1,"no","no"
"666","unknown",24,"critical","car",6314,"< 100 DM","unemployed",4,2,27,"bank","own",2,"management",1,"yes","no"
"667","1 - 200 DM",30,"very good","furniture/appliances",3496,"> 1000 DM","1 - 4 years",4,2,34,"store","own",1,"skilled",2,"yes","no"
"668","unknown",48,"very good","business",3609,"< 100 DM","1 - 4 years",1,1,27,"store","own",1,"skilled",1,"no","no"
"669","< 0 DM",12,"critical","car",4843,"< 100 DM","> 7 years",3,4,43,"none","rent",2,"skilled",1,"yes","yes"
"670","> 200 DM",30,"critical","furniture/appliances",3017,"< 100 DM","> 7 years",4,4,47,"none","own",1,"skilled",1,"no","no"
"671","unknown",24,"critical","business",4139,"100 - 500 DM","1 - 4 years",3,3,27,"none","own",2,"unskilled",1,"yes","no"
"672","unknown",36,"good","business",5742,"100 - 500 DM","4 - 7 years",2,2,31,"none","own",2,"skilled",1,"yes","no"
"673","unknown",60,"good","car",10366,"< 100 DM","> 7 years",2,4,42,"none","own",1,"management",1,"yes","no"
"674","unknown",6,"critical","car",2080,"500 - 1000 DM","1 - 4 years",1,2,24,"none","own",1,"skilled",1,"no","no"
"675","unknown",21,"poor","business",2580,"500 - 1000 DM","< 1 year",4,2,41,"bank","own",1,"unskilled",2,"no","yes"
"676","unknown",30,"critical","furniture/appliances",4530,"< 100 DM","4 - 7 years",4,4,26,"none","rent",1,"management",1,"yes","no"
"677","unknown",24,"critical","furniture/appliances",5150,"< 100 DM","> 7 years",4,4,33,"none","own",1,"skilled",1,"yes","no"
"678","1 - 200 DM",72,"good","furniture/appliances",5595,"100 - 500 DM","1 - 4 years",2,2,24,"none","own",1,"skilled",1,"no","yes"
"679","< 0 DM",24,"good","furniture/appliances",2384,"< 100 DM","> 7 years",4,4,64,"bank","rent",1,"unskilled",1,"no","no"
"680","unknown",18,"good","furniture/appliances",1453,"< 100 DM","< 1 year",3,1,26,"none","own",1,"skilled",1,"no","no"
"681","unknown",6,"good","education",1538,"< 100 DM","< 1 year",1,2,56,"none","own",1,"skilled",1,"no","no"
"682","unknown",12,"good","furniture/appliances",2279,"unknown","1 - 4 years",4,4,37,"none","other",1,"skilled",1,"yes","no"
"683","unknown",15,"poor","furniture/appliances",1478,"< 100 DM","1 - 4 years",4,3,33,"bank","own",2,"skilled",1,"no","no"
"684","unknown",24,"critical","furniture/appliances",5103,"< 100 DM","< 1 year",3,3,47,"none","other",3,"skilled",1,"yes","no"
"685","1 - 200 DM",36,"poor","business",9857,"100 - 500 DM","4 - 7 years",1,3,31,"none","own",2,"unskilled",2,"yes","no"
"686","unknown",60,"good","car",6527,"unknown","1 - 4 years",4,4,34,"none","other",1,"skilled",2,"yes","no"
"687","> 200 DM",10,"critical","furniture/appliances",1347,"unknown","4 - 7 years",4,2,27,"none","own",2,"skilled",1,"yes","no"
"688","1 - 200 DM",36,"poor","car",2862,"100 - 500 DM","> 7 years",4,3,30,"none","other",1,"skilled",1,"no","no"
"689","unknown",9,"good","furniture/appliances",2753,"100 - 500 DM","> 7 years",3,4,35,"none","own",1,"skilled",1,"yes","no"
"690","< 0 DM",12,"good","car",3651,"> 1000 DM","1 - 4 years",1,3,31,"none","own",1,"skilled",2,"no","no"
"691","< 0 DM",15,"critical","furniture/appliances",975,"< 100 DM","1 - 4 years",2,3,25,"none","own",2,"skilled",1,"no","no"
"692","1 - 200 DM",15,"good","renovations",2631,"100 - 500 DM","1 - 4 years",3,2,25,"none","own",1,"unskilled",1,"no","no"
"693","1 - 200 DM",24,"good","furniture/appliances",2896,"100 - 500 DM","< 1 year",2,1,29,"none","own",1,"skilled",1,"no","no"
"694","< 0 DM",6,"critical","car",4716,"unknown","< 1 year",1,3,44,"none","own",2,"unskilled",2,"no","no"
"695","unknown",24,"good","furniture/appliances",2284,"< 100 DM","4 - 7 years",4,2,28,"none","own",1,"skilled",1,"yes","no"
"696","unknown",6,"good","car",1236,"500 - 1000 DM","1 - 4 years",2,4,50,"none","rent",1,"skilled",1,"no","no"
"697","1 - 200 DM",12,"good","furniture/appliances",1103,"< 100 DM","4 - 7 years",4,3,29,"none","own",2,"skilled",1,"no","no"
"698","unknown",12,"critical","car",926,"< 100 DM","unemployed",1,2,38,"none","own",1,"unemployed",1,"no","no"
"699","unknown",18,"critical","furniture/appliances",1800,"< 100 DM","1 - 4 years",4,2,24,"none","own",2,"skilled",1,"no","no"
"700","> 200 DM",15,"good","education",1905,"< 100 DM","> 7 years",4,4,40,"none","rent",1,"management",1,"yes","no"
"701","unknown",12,"good","furniture/appliances",1123,"500 - 1000 DM","1 - 4 years",4,4,29,"none","rent",1,"unskilled",1,"no","yes"
"702","< 0 DM",48,"critical","car",6331,"< 100 DM","> 7 years",4,4,46,"none","other",2,"skilled",1,"yes","yes"
"703","> 200 DM",24,"good","furniture/appliances",1377,"100 - 500 DM","> 7 years",4,2,47,"none","other",1,"skilled",1,"yes","no"
"704","1 - 200 DM",30,"poor","business",2503,"100 - 500 DM","> 7 years",4,2,41,"store","own",2,"skilled",1,"no","no"
"705","1 - 200 DM",27,"good","business",2528,"< 100 DM","< 1 year",4,1,32,"none","own",1,"skilled",2,"yes","no"
"706","unknown",15,"good","car",5324,"500 - 1000 DM","> 7 years",1,4,35,"none","other",1,"skilled",1,"no","no"
"707","1 - 200 DM",48,"good","car",6560,"100 - 500 DM","4 - 7 years",3,2,24,"none","own",1,"skilled",1,"no","yes"
"708","1 - 200 DM",12,"perfect","furniture/appliances",2969,"< 100 DM","< 1 year",4,3,25,"none","rent",2,"skilled",1,"no","yes"
"709","1 - 200 DM",9,"good","furniture/appliances",1206,"< 100 DM","> 7 years",4,4,25,"none","own",1,"skilled",1,"no","no"
"710","1 - 200 DM",9,"good","furniture/appliances",2118,"< 100 DM","1 - 4 years",2,2,37,"none","own",1,"unskilled",2,"no","no"
"711","unknown",18,"critical","furniture/appliances",629,"500 - 1000 DM","> 7 years",4,3,32,"bank","own",2,"management",1,"yes","no"
"712","< 0 DM",6,"very good","education",1198,"< 100 DM","> 7 years",4,4,35,"none","other",1,"skilled",1,"no","yes"
"713","unknown",21,"good","car",2476,"unknown","> 7 years",4,4,46,"none","own",1,"management",1,"yes","no"
"714","< 0 DM",9,"critical","furniture/appliances",1138,"< 100 DM","1 - 4 years",4,4,25,"none","own",2,"unskilled",1,"no","no"
"715","1 - 200 DM",60,"good","car",14027,"< 100 DM","4 - 7 years",4,2,27,"none","own",1,"management",1,"yes","yes"
"716","unknown",30,"critical","car",7596,"unknown","> 7 years",1,4,63,"none","own",2,"skilled",1,"no","no"
"717","unknown",30,"critical","furniture/appliances",3077,"unknown","> 7 years",3,2,40,"none","own",2,"skilled",2,"yes","no"
"718","unknown",18,"good","furniture/appliances",1505,"< 100 DM","1 - 4 years",4,2,32,"none","other",1,"management",1,"yes","no"
"719","> 200 DM",24,"critical","furniture/appliances",3148,"unknown","1 - 4 years",3,2,31,"none","own",2,"skilled",1,"yes","no"
"720","1 - 200 DM",20,"perfect","car",6148,"100 - 500 DM","> 7 years",3,4,31,"bank","own",2,"skilled",1,"yes","no"
"721","> 200 DM",9,"perfect","furniture/appliances",1337,"< 100 DM","< 1 year",4,2,34,"none","own",2,"management",1,"yes","yes"
"722","1 - 200 DM",6,"very good","education",433,"> 1000 DM","< 1 year",4,2,24,"bank","rent",1,"skilled",2,"no","yes"
"723","< 0 DM",12,"good","car",1228,"< 100 DM","1 - 4 years",4,2,24,"none","own",1,"unskilled",1,"no","yes"
"724","1 - 200 DM",9,"good","furniture/appliances",790,"500 - 1000 DM","1 - 4 years",4,3,66,"none","own",1,"unskilled",1,"no","no"
"725","unknown",27,"good","car",2570,"< 100 DM","1 - 4 years",3,3,21,"none","rent",1,"skilled",1,"no","yes"
"726","unknown",6,"critical","car",250,"> 1000 DM","1 - 4 years",2,2,41,"bank","own",2,"unskilled",1,"no","no"
"727","unknown",15,"critical","furniture/appliances",1316,"500 - 1000 DM","1 - 4 years",2,2,47,"none","own",2,"unskilled",1,"no","no"
"728","< 0 DM",18,"good","furniture/appliances",1882,"< 100 DM","1 - 4 years",4,4,25,"bank","rent",2,"skilled",1,"no","yes"
"729","1 - 200 DM",48,"very good","business",6416,"< 100 DM","> 7 years",4,3,59,"none","rent",1,"skilled",1,"no","yes"
"730","> 200 DM",24,"critical","business",1275,"> 1000 DM","1 - 4 years",2,4,36,"none","own",2,"skilled",1,"yes","no"
"731","1 - 200 DM",24,"poor","furniture/appliances",6403,"< 100 DM","< 1 year",1,2,33,"none","own",1,"skilled",1,"no","no"
"732","< 0 DM",24,"good","furniture/appliances",1987,"< 100 DM","1 - 4 years",2,4,21,"none","rent",1,"unskilled",2,"no","yes"
"733","1 - 200 DM",8,"good","furniture/appliances",760,"< 100 DM","4 - 7 years",4,2,44,"none","own",1,"unskilled",1,"no","no"
"734","unknown",24,"good","car",2603,"> 1000 DM","1 - 4 years",2,4,28,"none","rent",1,"skilled",1,"yes","no"
"735","unknown",4,"critical","car",3380,"< 100 DM","4 - 7 years",1,1,37,"none","own",1,"skilled",2,"no","no"
"736","1 - 200 DM",36,"very good","furniture/appliances",3990,"unknown","< 1 year",3,2,29,"bank","own",1,"unemployed",1,"no","no"
"737","1 - 200 DM",24,"good","car",11560,"< 100 DM","1 - 4 years",1,4,23,"none","rent",2,"management",1,"no","yes"
"738","< 0 DM",18,"good","car",4380,"100 - 500 DM","1 - 4 years",3,4,35,"none","own",1,"unskilled",2,"yes","no"
"739","unknown",6,"critical","car",6761,"< 100 DM","4 - 7 years",1,3,45,"none","own",2,"management",2,"yes","no"
"740","1 - 200 DM",30,"perfect","business",4280,"100 - 500 DM","1 - 4 years",4,4,26,"none","rent",2,"unskilled",1,"no","yes"
"741","< 0 DM",24,"very good","car",2325,"100 - 500 DM","4 - 7 years",2,3,32,"bank","own",1,"skilled",1,"no","no"
"742","1 - 200 DM",10,"very good","furniture/appliances",1048,"< 100 DM","1 - 4 years",4,4,23,"store","own",1,"unskilled",1,"no","no"
"743","unknown",21,"good","furniture/appliances",3160,"unknown","> 7 years",4,3,41,"none","own",1,"skilled",1,"yes","no"
"744","< 0 DM",24,"very good","furniture/appliances",2483,"500 - 1000 DM","1 - 4 years",4,4,22,"store","own",1,"skilled",1,"yes","no"
"745","< 0 DM",39,"critical","furniture/appliances",14179,"unknown","4 - 7 years",4,4,30,"none","own",2,"management",1,"yes","no"
"746","< 0 DM",13,"critical","business",1797,"< 100 DM","< 1 year",3,1,28,"bank","own",2,"unskilled",1,"no","no"
"747","< 0 DM",15,"good","car",2511,"< 100 DM","unemployed",1,4,23,"none","rent",1,"skilled",1,"no","no"
"748","< 0 DM",12,"good","car",1274,"< 100 DM","< 1 year",3,1,37,"none","own",1,"unskilled",1,"no","yes"
"749","unknown",21,"good","car",5248,"unknown","1 - 4 years",1,3,26,"none","own",1,"skilled",1,"no","no"
"750","unknown",15,"good","car",3029,"< 100 DM","4 - 7 years",2,2,33,"none","own",1,"skilled",1,"no","no"
"751","< 0 DM",6,"good","furniture/appliances",428,"< 100 DM","> 7 years",2,1,49,"bank","own",1,"skilled",1,"yes","no"
"752","< 0 DM",18,"good","car",976,"< 100 DM","< 1 year",1,2,23,"none","own",1,"unskilled",1,"no","yes"
"753","1 - 200 DM",12,"good","business",841,"100 - 500 DM","4 - 7 years",2,4,23,"none","rent",1,"unskilled",1,"no","no"
"754","unknown",30,"critical","furniture/appliances",5771,"< 100 DM","4 - 7 years",4,2,25,"none","own",2,"skilled",1,"no","no"
"755","unknown",12,"poor","renovations",1555,"> 1000 DM","> 7 years",4,4,55,"none","other",2,"skilled",2,"no","yes"
"756","< 0 DM",24,"good","car",1285,"unknown","4 - 7 years",4,4,32,"none","rent",1,"skilled",1,"no","yes"
"757","> 200 DM",6,"critical","car",1299,"< 100 DM","1 - 4 years",1,1,74,"none","own",3,"unemployed",2,"no","no"
"758","> 200 DM",15,"critical","furniture/appliances",1271,"unknown","1 - 4 years",3,4,39,"none","other",2,"skilled",1,"yes","yes"
"759","unknown",24,"good","car",1393,"< 100 DM","1 - 4 years",2,2,31,"none","own",1,"skilled",1,"yes","no"
"760","< 0 DM",12,"critical","car",691,"< 100 DM","> 7 years",4,3,35,"none","own",2,"skilled",1,"no","yes"
"761","unknown",15,"critical","car",5045,"unknown","> 7 years",1,4,59,"none","own",1,"skilled",1,"yes","no"
"762","< 0 DM",18,"critical","furniture/appliances",2124,"< 100 DM","1 - 4 years",4,4,24,"none","rent",2,"skilled",1,"no","yes"
"763","< 0 DM",12,"good","furniture/appliances",2214,"< 100 DM","1 - 4 years",4,3,24,"none","own",1,"unskilled",1,"no","no"
"764","unknown",21,"critical","car",12680,"unknown","> 7 years",4,4,30,"none","other",1,"management",1,"yes","yes"
"765","unknown",24,"critical","car",2463,"100 - 500 DM","4 - 7 years",4,3,27,"none","own",2,"skilled",1,"yes","no"
"766","1 - 200 DM",12,"good","furniture/appliances",1155,"< 100 DM","> 7 years",3,3,40,"bank","own",2,"unskilled",1,"no","no"
"767","< 0 DM",30,"good","furniture/appliances",3108,"< 100 DM","< 1 year",2,4,31,"none","own",1,"unskilled",1,"no","yes"
"768","unknown",10,"good","car",2901,"unknown","< 1 year",1,4,31,"none","rent",1,"skilled",1,"no","no"
"769","1 - 200 DM",12,"critical","furniture/appliances",3617,"< 100 DM","> 7 years",1,4,28,"none","rent",3,"skilled",1,"yes","no"
"770","unknown",12,"critical","furniture/appliances",1655,"< 100 DM","> 7 years",2,4,63,"none","own",2,"unskilled",1,"yes","no"
"771","< 0 DM",24,"good","car",2812,"unknown","> 7 years",2,4,26,"none","rent",1,"skilled",1,"no","no"
"772","< 0 DM",36,"critical","education",8065,"< 100 DM","1 - 4 years",3,2,25,"none","own",2,"management",1,"yes","yes"
"773","unknown",21,"critical","car",3275,"< 100 DM","> 7 years",1,4,36,"none","own",1,"management",1,"yes","no"
"774","unknown",24,"critical","furniture/appliances",2223,"100 - 500 DM","> 7 years",4,4,52,"bank","own",2,"skilled",1,"no","no"
"775","> 200 DM",12,"critical","car",1480,"500 - 1000 DM","unemployed",2,4,66,"bank","other",3,"unemployed",1,"no","no"
"776","< 0 DM",24,"good","car",1371,"unknown","1 - 4 years",4,4,25,"none","rent",1,"skilled",1,"no","yes"
"777","unknown",36,"critical","car",3535,"< 100 DM","4 - 7 years",4,4,37,"none","own",2,"skilled",1,"yes","no"
"778","< 0 DM",18,"good","furniture/appliances",3509,"< 100 DM","4 - 7 years",4,1,25,"none","own",1,"skilled",1,"no","no"
"779","unknown",36,"critical","car",5711,"> 1000 DM","> 7 years",4,2,38,"none","own",2,"management",1,"yes","no"
"780","1 - 200 DM",18,"good","renovations",3872,"< 100 DM","unemployed",2,4,67,"none","own",1,"skilled",1,"yes","no"
"781","1 - 200 DM",39,"critical","furniture/appliances",4933,"< 100 DM","4 - 7 years",2,2,25,"none","own",2,"skilled",1,"no","yes"
"782","unknown",24,"critical","car",1940,"> 1000 DM","> 7 years",4,4,60,"none","own",1,"skilled",1,"yes","no"
"783","1 - 200 DM",12,"perfect","education",1410,"< 100 DM","1 - 4 years",2,2,31,"none","own",1,"unskilled",1,"yes","no"
"784","1 - 200 DM",12,"good","car",836,"100 - 500 DM","< 1 year",4,2,23,"bank","own",1,"unskilled",1,"no","yes"
"785","1 - 200 DM",20,"good","car",6468,"unknown","unemployed",1,4,60,"none","own",1,"management",1,"yes","no"
"786","1 - 200 DM",18,"good","business",1941,"> 1000 DM","1 - 4 years",4,2,35,"none","own",1,"unskilled",1,"yes","no"
"787","unknown",22,"good","furniture/appliances",2675,"500 - 1000 DM","> 7 years",3,4,40,"none","own",1,"skilled",1,"no","no"
"788","unknown",48,"critical","car",2751,"unknown","> 7 years",4,3,38,"none","own",2,"skilled",2,"yes","no"
"789","1 - 200 DM",48,"poor","education",6224,"< 100 DM","> 7 years",4,4,50,"none","other",1,"skilled",1,"no","yes"
"790","< 0 DM",40,"critical","education",5998,"< 100 DM","1 - 4 years",4,3,27,"bank","own",1,"skilled",1,"yes","yes"
"791","1 - 200 DM",21,"good","business",1188,"< 100 DM","> 7 years",2,4,39,"none","own",1,"skilled",2,"no","yes"
"792","unknown",24,"good","car",6313,"unknown","> 7 years",3,4,41,"none","own",1,"management",2,"yes","no"
"793","unknown",6,"critical","furniture/appliances",1221,"unknown","1 - 4 years",1,2,27,"none","own",2,"skilled",1,"no","no"
"794","> 200 DM",24,"good","furniture/appliances",2892,"< 100 DM","> 7 years",3,4,51,"none","other",1,"skilled",1,"no","no"
"795","unknown",24,"good","furniture/appliances",3062,"500 - 1000 DM","> 7 years",4,3,32,"none","rent",1,"skilled",1,"yes","no"
"796","unknown",9,"good","furniture/appliances",2301,"100 - 500 DM","< 1 year",2,4,22,"none","rent",1,"skilled",1,"no","no"
"797","< 0 DM",18,"good","car",7511,"unknown","> 7 years",1,4,51,"none","other",1,"skilled",2,"yes","yes"
"798","unknown",12,"critical","furniture/appliances",1258,"< 100 DM","< 1 year",2,4,22,"none","rent",2,"unskilled",1,"no","no"
"799","unknown",24,"poor","car",717,"unknown","> 7 years",4,4,54,"none","own",2,"skilled",1,"yes","no"
"800","1 - 200 DM",9,"good","car",1549,"unknown","< 1 year",4,2,35,"none","own",1,"unemployed",1,"no","no"
"801","unknown",24,"critical","education",1597,"< 100 DM","> 7 years",4,4,54,"none","other",2,"skilled",2,"no","no"
"802","1 - 200 DM",18,"critical","furniture/appliances",1795,"< 100 DM","> 7 years",3,4,48,"bank","rent",2,"unskilled",1,"yes","no"
"803","< 0 DM",20,"critical","furniture/appliances",4272,"< 100 DM","> 7 years",1,4,24,"none","own",2,"skilled",1,"no","no"
"804","unknown",12,"critical","furniture/appliances",976,"unknown","> 7 years",4,4,35,"none","own",2,"skilled",1,"no","no"
"805","1 - 200 DM",12,"good","car",7472,"unknown","unemployed",1,2,24,"none","rent",1,"unemployed",1,"no","no"
"806","< 0 DM",36,"good","car",9271,"< 100 DM","4 - 7 years",2,1,24,"none","own",1,"skilled",1,"yes","yes"
"807","1 - 200 DM",6,"good","furniture/appliances",590,"< 100 DM","< 1 year",3,3,26,"none","own",1,"unskilled",1,"no","no"
"808","unknown",12,"critical","furniture/appliances",930,"unknown","> 7 years",4,4,65,"none","own",4,"skilled",1,"no","no"
"809","1 - 200 DM",42,"very good","car",9283,"< 100 DM","unemployed",1,2,55,"bank","other",1,"management",1,"yes","no"
"810","1 - 200 DM",15,"perfect","car",1778,"< 100 DM","< 1 year",2,1,26,"none","rent",2,"unemployed",1,"no","yes"
"811","1 - 200 DM",8,"good","business",907,"< 100 DM","< 1 year",3,2,26,"none","own",1,"skilled",1,"yes","no"
"812","1 - 200 DM",6,"good","furniture/appliances",484,"< 100 DM","4 - 7 years",3,3,28,"bank","own",1,"unskilled",1,"no","no"
"813","< 0 DM",36,"critical","car",9629,"< 100 DM","4 - 7 years",4,4,24,"none","own",2,"skilled",1,"yes","yes"
"814","< 0 DM",48,"good","furniture/appliances",3051,"< 100 DM","1 - 4 years",3,4,54,"none","own",1,"skilled",1,"no","yes"
"815","< 0 DM",48,"good","car",3931,"< 100 DM","4 - 7 years",4,4,46,"none","other",1,"skilled",2,"no","yes"
"816","1 - 200 DM",36,"poor","car",7432,"< 100 DM","1 - 4 years",2,2,54,"none","rent",1,"skilled",1,"no","no"
"817","unknown",6,"good","furniture/appliances",1338,"500 - 1000 DM","1 - 4 years",1,4,62,"none","own",1,"skilled",1,"no","no"
"818","unknown",6,"critical","furniture/appliances",1554,"< 100 DM","4 - 7 years",1,2,24,"none","rent",2,"skilled",1,"yes","no"
"819","< 0 DM",36,"good","car",15857,"< 100 DM","unemployed",2,3,43,"none","own",1,"management",1,"no","no"
"820","< 0 DM",18,"good","furniture/appliances",1345,"< 100 DM","1 - 4 years",4,3,26,"bank","own",1,"skilled",1,"no","yes"
"821","unknown",12,"good","car",1101,"< 100 DM","1 - 4 years",3,2,27,"none","own",2,"skilled",1,"yes","no"
"822","> 200 DM",12,"good","furniture/appliances",3016,"< 100 DM","1 - 4 years",3,1,24,"none","own",1,"skilled",1,"no","no"
"823","< 0 DM",36,"good","furniture/appliances",2712,"< 100 DM","> 7 years",2,2,41,"bank","own",1,"skilled",2,"no","yes"
"824","< 0 DM",8,"critical","car",731,"< 100 DM","> 7 years",4,4,47,"none","own",2,"unskilled",1,"no","no"
"825","unknown",18,"critical","furniture/appliances",3780,"< 100 DM","< 1 year",3,2,35,"none","own",2,"management",1,"yes","no"
"826","< 0 DM",21,"critical","car",1602,"< 100 DM","> 7 years",4,3,30,"none","own",2,"skilled",1,"yes","no"
"827","< 0 DM",18,"critical","car",3966,"< 100 DM","> 7 years",1,4,33,"bank","rent",3,"skilled",1,"yes","yes"
"828","unknown",18,"perfect","business",4165,"< 100 DM","1 - 4 years",2,2,36,"store","own",2,"skilled",2,"no","yes"
"829","< 0 DM",36,"good","car",8335,"unknown","> 7 years",3,4,47,"none","other",1,"skilled",1,"no","yes"
"830","1 - 200 DM",48,"poor","business",6681,"unknown","1 - 4 years",4,4,38,"none","other",1,"skilled",2,"yes","no"
"831","unknown",24,"poor","business",2375,"500 - 1000 DM","1 - 4 years",4,2,44,"none","own",2,"skilled",2,"yes","no"
"832","< 0 DM",18,"good","car",1216,"< 100 DM","< 1 year",4,3,23,"none","rent",1,"skilled",1,"yes","yes"
"833","< 0 DM",45,"perfect","business",11816,"< 100 DM","> 7 years",2,4,29,"none","rent",2,"skilled",1,"no","yes"
"834","1 - 200 DM",24,"good","furniture/appliances",5084,"unknown","> 7 years",2,4,42,"none","own",1,"skilled",1,"yes","no"
"835","> 200 DM",15,"good","furniture/appliances",2327,"< 100 DM","< 1 year",2,3,25,"none","own",1,"unskilled",1,"no","yes"
"836","< 0 DM",12,"perfect","car",1082,"< 100 DM","1 - 4 years",4,4,48,"bank","own",2,"skilled",1,"no","yes"
"837","unknown",12,"good","furniture/appliances",886,"unknown","1 - 4 years",4,2,21,"none","own",1,"skilled",1,"no","no"
"838","unknown",4,"good","furniture/appliances",601,"< 100 DM","< 1 year",1,3,23,"none","rent",1,"unskilled",2,"no","no"
"839","< 0 DM",24,"critical","car",2957,"< 100 DM","> 7 years",4,4,63,"none","own",2,"skilled",1,"yes","no"
"840","unknown",24,"critical","furniture/appliances",2611,"< 100 DM","> 7 years",4,3,46,"none","own",2,"skilled",1,"no","no"
"841","< 0 DM",36,"good","furniture/appliances",5179,"< 100 DM","4 - 7 years",4,2,29,"none","own",1,"skilled",1,"no","yes"
"842","unknown",21,"poor","car",2993,"< 100 DM","1 - 4 years",3,2,28,"store","own",2,"unskilled",1,"no","no"
"843","unknown",18,"good","renovations",1943,"< 100 DM","< 1 year",4,4,23,"none","own",1,"skilled",1,"no","yes"
"844","unknown",24,"very good","business",1559,"< 100 DM","4 - 7 years",4,4,50,"bank","own",1,"skilled",1,"yes","no"
"845","unknown",18,"good","furniture/appliances",3422,"< 100 DM","> 7 years",4,4,47,"bank","own",3,"skilled",2,"yes","no"
"846","1 - 200 DM",21,"good","furniture/appliances",3976,"unknown","4 - 7 years",2,3,35,"none","own",1,"skilled",1,"yes","no"
"847","unknown",18,"good","car",6761,"unknown","1 - 4 years",2,4,68,"none","rent",2,"skilled",1,"no","yes"
"848","unknown",24,"good","car",1249,"< 100 DM","< 1 year",4,2,28,"none","own",1,"skilled",1,"no","no"
"849","< 0 DM",9,"good","furniture/appliances",1364,"< 100 DM","4 - 7 years",3,4,59,"none","own",1,"skilled",1,"no","no"
"850","< 0 DM",12,"good","furniture/appliances",709,"< 100 DM","> 7 years",4,4,57,"store","own",1,"unskilled",1,"no","yes"
"851","< 0 DM",20,"critical","car",2235,"< 100 DM","1 - 4 years",4,2,33,"bank","rent",2,"skilled",1,"no","yes"
"852","unknown",24,"critical","car",4042,"unknown","4 - 7 years",3,4,43,"none","own",2,"skilled",1,"yes","no"
"853","unknown",15,"critical","furniture/appliances",1471,"< 100 DM","1 - 4 years",4,4,35,"none","other",2,"skilled",1,"yes","no"
"854","< 0 DM",18,"very good","car",1442,"< 100 DM","4 - 7 years",4,4,32,"none","other",2,"unskilled",2,"no","yes"
"855","unknown",36,"poor","car",10875,"< 100 DM","> 7 years",2,2,45,"none","own",2,"skilled",2,"yes","no"
"856","unknown",24,"good","car",1474,"100 - 500 DM","< 1 year",4,3,33,"none","own",1,"skilled",1,"yes","no"
"857","unknown",10,"good","education",894,"unknown","4 - 7 years",4,3,40,"none","own",1,"skilled",1,"yes","no"
"858","unknown",15,"critical","furniture/appliances",3343,"< 100 DM","1 - 4 years",4,2,28,"none","other",1,"skilled",1,"yes","no"
"859","< 0 DM",15,"good","car",3959,"< 100 DM","1 - 4 years",3,2,29,"none","own",1,"skilled",1,"yes","yes"
"860","unknown",9,"good","car",3577,"100 - 500 DM","1 - 4 years",1,2,26,"none","rent",1,"skilled",2,"no","no"
