"id"	"sex"	"headband"	"age"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"sword.time"	"eyepatch"	"beard.length"
"764"	764	"other"	"yes"	22	"CCCC"	8	1	1	"Edward Low"	"cutlass"	1.32	1	11
"765"	765	"male"	"yes"	24	"CCCC"	8	7	4	"Jack Sparrow"	"scimitar"	17.56	1	12
"766"	766	"male"	"yes"	25	"CCCC"	12	37	0	"Jack Sparrow"	"cutlass"	0.6	1	27
"767"	767	"female"	"yes"	30	"JSSFP"	8	0	1	"Lewis Scot"	"cutlass"	1.28	1	1
"768"	768	"female"	"yes"	30	"JSSFP"	9	4	4	"Jack Sparrow"	"cutlass"	0.49	0	0
"769"	769	"male"	"yes"	27	"CCCC"	15	1	1	"Blackbeard"	"cutlass"	0.1	0	29
"770"	770	"male"	"yes"	25	"CCCC"	15	21	1	"Jack Sparrow"	"cutlass"	0.06	1	23
"771"	771	"male"	"no"	25	"CCCC"	11	6	5	"Jack Sparrow"	"banana"	6.96	0	21
"772"	772	"female"	"no"	33	"JSSFP"	4	7	1	"Lewis Scot"	"banana"	1.75	1	0
"773"	773	"female"	"yes"	24	"CCCC"	5	8	0	"Anicetus"	"scimitar"	5.87	1	1
"774"	774	"male"	"yes"	20	"CCCC"	4	8	5	"Jack Sparrow"	"cutlass"	0.13	0	17
"775"	775	"female"	"yes"	34	"JSSFP"	11	9	1	"Lewis Scot"	"cutlass"	0.3	1	0
"776"	776	"male"	"yes"	25	"CCCC"	14	9	1	"Jack Sparrow"	"cutlass"	0.31	0	22
"777"	777	"female"	"no"	22	"CCCC"	7	3	7	"Hook"	"sabre"	0.48	0	0
"778"	778	"other"	"yes"	33	"JSSFP"	7	3	2	"Edward Low"	"cutlass"	0.93	1	7
"779"	779	"male"	"yes"	32	"JSSFP"	8	20	0	"Hook"	"cutlass"	0.51	1	13
"780"	780	"female"	"yes"	30	"JSSFP"	12	7	2	"Anicetus"	"sabre"	1.42	1	1
"781"	781	"female"	"no"	31	"JSSFP"	6	6	2	"Anicetus"	"cutlass"	0.31	1	0
"782"	782	"female"	"yes"	30	"CCCC"	10	17	0	"Jack Sparrow"	"cutlass"	0.71	1	0
"783"	783	"female"	"no"	26	"CCCC"	10	32	4	"Hook"	"banana"	7.32	1	1
"784"	784	"female"	"yes"	17	"CCCC"	9	2	6	"Anicetus"	"cutlass"	0.4	1	1
"785"	785	"male"	"yes"	28	"CCCC"	13	4	1	"Jack Sparrow"	"cutlass"	0.29	1	18
"786"	786	"male"	"yes"	22	"CCCC"	11	1	2	"Jack Sparrow"	"cutlass"	0.01	1	18
"787"	787	"female"	"yes"	24	"CCCC"	11	1	8	"Blackbeard"	"cutlass"	0.76	0	0
"788"	788	"female"	"yes"	17	"CCCC"	8	5	1	"Edward Low"	"cutlass"	0.09	1	1
"789"	789	"female"	"yes"	39	"JSSFP"	9	21	1	"Lewis Scot"	"scimitar"	13.43	1	0
"790"	790	"female"	"no"	29	"JSSFP"	5	9	1	"Anicetus"	"sabre"	0.76	0	0
"791"	791	"male"	"yes"	20	"CCCC"	9	5	8	"Lewis Scot"	"cutlass"	0.09	1	19
"792"	792	"male"	"yes"	28	"CCCC"	14	15	1	"Jack Sparrow"	"cutlass"	0.24	1	21
"793"	793	"female"	"yes"	28	"JSSFP"	11	13	1	"Hook"	"cutlass"	0.26	0	0
"794"	794	"male"	"yes"	26	"CCCC"	14	1	3	"Jack Sparrow"	"cutlass"	0.47	1	23
"795"	795	"male"	"yes"	23	"CCCC"	8	0	3	"Jack Sparrow"	"cutlass"	0.42	0	19
"796"	796	"male"	"yes"	21	"CCCC"	13	1	4	"Jack Sparrow"	"cutlass"	0.22	0	23
"797"	797	"male"	"yes"	32	"JSSFP"	8	7	5	"Blackbeard"	"cutlass"	0.12	1	22
"798"	798	"male"	"yes"	29	"CCCC"	12	19	1	"Lewis Scot"	"cutlass"	1.69	1	19
"799"	799	"female"	"no"	30	"JSSFP"	7	5	0	"Hook"	"banana"	4.89	1	0
"800"	800	"male"	"yes"	21	"CCCC"	11	1	2	"Jack Sparrow"	"cutlass"	0.17	1	20
"801"	801	"female"	"no"	31	"CCCC"	3	1	6	"Anicetus"	"cutlass"	1.93	0	2
"802"	802	"male"	"yes"	28	"CCCC"	8	10	0	"Jack Sparrow"	"cutlass"	2.06	0	20
"803"	803	"male"	"yes"	10	"CCCC"	11	11	1	"Hook"	"cutlass"	0.29	0	12
"804"	804	"male"	"yes"	25	"CCCC"	13	4	2	"Jack Sparrow"	"cutlass"	0.02	1	16
"805"	805	"male"	"yes"	25	"CCCC"	8	4	0	"Lewis Scot"	"cutlass"	0.25	1	22
"806"	806	"female"	"yes"	35	"JSSFP"	15	25	3	"Anicetus"	"cutlass"	0.81	1	0
"807"	807	"female"	"yes"	40	"JSSFP"	12	1	1	"Blackbeard"	"cutlass"	0.13	1	0
"808"	808	"male"	"yes"	23	"CCCC"	8	0	1	"Jack Sparrow"	"cutlass"	0.01	0	15
"809"	809	"male"	"yes"	30	"JSSFP"	9	6	0	"Anicetus"	"cutlass"	0.03	1	16
"810"	810	"female"	"yes"	24	"CCCC"	11	13	2	"Hook"	"cutlass"	0.2	1	0
"811"	811	"female"	"yes"	39	"JSSFP"	11	8	0	"Jack Sparrow"	"cutlass"	0.74	1	1
"812"	812	"male"	"yes"	24	"CCCC"	11	5	3	"Jack Sparrow"	"cutlass"	0.46	1	27
"813"	813	"male"	"yes"	29	"CCCC"	8	2	10	"Jack Sparrow"	"cutlass"	1.12	1	16
"814"	814	"male"	"yes"	30	"JSSFP"	13	0	0	"Jack Sparrow"	"cutlass"	0.13	1	26
"815"	815	"male"	"yes"	33	"JSSFP"	11	13	9	"Jack Sparrow"	"cutlass"	0.05	1	29
"816"	816	"female"	"yes"	30	"CCCC"	8	16	2	"Jack Sparrow"	"cutlass"	0.39	1	1
"817"	817	"female"	"yes"	33	"JSSFP"	10	1	1	"Hook"	"cutlass"	0.3	0	0
"818"	818	"female"	"yes"	25	"CCCC"	8	6	0	"Lewis Scot"	"cutlass"	1.24	1	1
"819"	819	"male"	"yes"	31	"JSSFP"	12	13	1	"Jack Sparrow"	"cutlass"	0.56	1	20
"820"	820	"male"	"yes"	31	"CCCC"	12	8	4	"Blackbeard"	"cutlass"	0.33	1	20
"821"	821	"male"	"yes"	25	"CCCC"	6	10	0	"Jack Sparrow"	"cutlass"	0.73	0	17
"822"	822	"female"	"yes"	32	"JSSFP"	12	6	2	"Anicetus"	"cutlass"	0.92	1	0
"823"	823	"female"	"yes"	33	"JSSFP"	3	6	5	"Blackbeard"	"cutlass"	0.05	1	0
"824"	824	"female"	"yes"	30	"JSSFP"	13	0	3	"Blackbeard"	"cutlass"	0.3	1	0
"825"	825	"male"	"yes"	23	"CCCC"	3	17	1	"Edward Low"	"cutlass"	0.05	1	11
"826"	826	"male"	"yes"	19	"CCCC"	8	5	2	"Edward Low"	"cutlass"	0.8	0	18
"827"	827	"male"	"yes"	17	"CCCC"	11	2	0	"Jack Sparrow"	"cutlass"	0.02	1	21
"828"	828	"female"	"yes"	21	"CCCC"	13	12	2	"Anicetus"	"cutlass"	0.37	0	0
"829"	829	"female"	"no"	26	"CCCC"	7	8	0	"Hook"	"scimitar"	3.65	0	0
"830"	830	"female"	"yes"	29	"CCCC"	11	8	5	"Blackbeard"	"cutlass"	1.26	0	0
"831"	831	"female"	"yes"	30	"JSSFP"	12	0	1	"Blackbeard"	"cutlass"	0.57	0	2
"832"	832	"male"	"no"	29	"JSSFP"	4	6	6	"Edward Low"	"sabre"	1.8	1	18
"833"	833	"female"	"yes"	21	"CCCC"	12	6	3	"Hook"	"cutlass"	0.4	0	0
"834"	834	"female"	"yes"	33	"JSSFP"	12	16	1	"Edward Low"	"cutlass"	0.15	1	0
"835"	835	"female"	"yes"	35	"JSSFP"	4	43	1	"Blackbeard"	"cutlass"	1.51	0	0
"836"	836	"female"	"yes"	40	"JSSFP"	8	6	16	"Edward Low"	"cutlass"	0.51	0	0
"837"	837	"female"	"yes"	24	"JSSFP"	9	16	2	"Blackbeard"	"cutlass"	0.46	1	1
"838"	838	"male"	"yes"	28	"CCCC"	13	1	1	"Jack Sparrow"	"cutlass"	0.94	1	21
"839"	839	"female"	"yes"	34	"JSSFP"	15	4	1	"Lewis Scot"	"cutlass"	0.91	1	0
"840"	840	"other"	"yes"	26	"CCCC"	13	5	2	"Anicetus"	"cutlass"	0.06	1	24
"841"	841	"female"	"yes"	40	"JSSFP"	11	4	2	"Edward Low"	"cutlass"	0.13	0	0
"842"	842	"female"	"no"	21	"CCCC"	5	1	7	"Hook"	"banana"	17.75	1	0
"843"	843	"female"	"yes"	33	"JSSFP"	16	10	4	"Blackbeard"	"scimitar"	2.65	1	0
"844"	844	"male"	"yes"	19	"CCCC"	14	13	2	"Lewis Scot"	"cutlass"	0.1	0	26
"845"	845	"male"	"yes"	19	"CCCC"	13	11	0	"Jack Sparrow"	"cutlass"	0.09	0	27
"846"	846	"female"	"yes"	30	"JSSFP"	11	19	0	"Blackbeard"	"cutlass"	0.27	1	1
"847"	847	"female"	"no"	27	"CCCC"	3	1	1	"Blackbeard"	"scimitar"	4.43	1	0
"848"	848	"female"	"yes"	33	"JSSFP"	13	11	1	"Hook"	"cutlass"	0.71	1	1
"849"	849	"female"	"yes"	26	"CCCC"	13	3	3	"Hook"	"cutlass"	0.12	0	1
"850"	850	"male"	"yes"	25	"CCCC"	6	4	5	"Edward Low"	"cutlass"	1.09	1	17
"851"	851	"female"	"yes"	31	"CCCC"	14	3	5	"Hook"	"cutlass"	0.63	1	0
"852"	852	"female"	"yes"	30	"CCCC"	8	13	5	"Hook"	"cutlass"	1.07	0	1
"853"	853	"female"	"yes"	37	"JSSFP"	12	15	0	"Lewis Scot"	"cutlass"	1.37	1	0
"854"	854	"male"	"yes"	23	"CCCC"	6	3	5	"Jack Sparrow"	"cutlass"	0.77	1	21
"855"	855	"male"	"no"	21	"CCCC"	6	4	2	"Edward Low"	"cutlass"	1.25	0	15
"856"	856	"male"	"yes"	21	"CCCC"	11	8	3	"Blackbeard"	"cutlass"	0.07	1	26
"857"	857	"male"	"yes"	18	"CCCC"	7	22	8	"Jack Sparrow"	"cutlass"	2.75	0	13
"858"	858	"female"	"yes"	38	"JSSFP"	9	8	3	"Lewis Scot"	"cutlass"	1.89	0	0
"859"	859	"male"	"yes"	25	"CCCC"	8	2	1	"Jack Sparrow"	"cutlass"	0.31	0	18
"860"	860	"female"	"yes"	30	"JSSFP"	14	7	7	"Edward Low"	"cutlass"	1	1	1
"861"	861	"female"	"no"	25	"CCCC"	6	4	0	"Edward Low"	"banana"	10.96	1	0
"862"	862	"male"	"yes"	26	"CCCC"	11	0	4	"Hook"	"cutlass"	1.91	0	21
"863"	863	"female"	"yes"	27	"CCCC"	18	9	2	"Hook"	"cutlass"	0.41	0	0
"864"	864	"female"	"yes"	24	"CCCC"	9	5	1	"Jack Sparrow"	"cutlass"	0.47	1	0
"865"	865	"female"	"no"	39	"JSSFP"	7	5	6	"Edward Low"	"sabre"	6.98	0	1
"866"	866	"female"	"yes"	35	"JSSFP"	13	5	1	"Hook"	"cutlass"	0.28	1	0
"867"	867	"female"	"yes"	21	"CCCC"	4	1	0	"Jack Sparrow"	"cutlass"	1.01	0	1
"868"	868	"male"	"no"	26	"CCCC"	4	5	1	"Jack Sparrow"	"scimitar"	14.92	1	11
"869"	869	"female"	"yes"	32	"JSSFP"	13	16	5	"Jack Sparrow"	"cutlass"	0.88	1	0
"870"	870	"male"	"yes"	28	"CCCC"	14	4	0	"Anicetus"	"cutlass"	0.68	0	26
"871"	871	"male"	"yes"	30	"JSSFP"	6	13	1	"Anicetus"	"cutlass"	0.43	1	24
"872"	872	"male"	"yes"	23	"CCCC"	15	8	1	"Blackbeard"	"cutlass"	0.02	1	30
"873"	873	"female"	"yes"	34	"JSSFP"	10	8	0	"Hook"	"cutlass"	0.28	1	1
"874"	874	"female"	"no"	28	"CCCC"	8	17	0	"Hook"	"sabre"	2.72	1	0
"875"	875	"male"	"yes"	23	"CCCC"	11	6	3	"Jack Sparrow"	"cutlass"	0.21	1	19
"876"	876	"male"	"yes"	29	"JSSFP"	8	1	2	"Jack Sparrow"	"cutlass"	1.2	0	18
"877"	877	"female"	"yes"	37	"JSSFP"	13	1	2	"Lewis Scot"	"scimitar"	17.03	0	0
"878"	878	"male"	"yes"	21	"CCCC"	10	12	3	"Jack Sparrow"	"cutlass"	0.38	0	20
"879"	879	"female"	"yes"	29	"CCCC"	12	2	5	"Edward Low"	"cutlass"	0.53	0	1
"880"	880	"male"	"yes"	29	"CCCC"	4	17	0	"Jack Sparrow"	"cutlass"	1.45	1	13
"881"	881	"male"	"yes"	21	"CCCC"	15	22	2	"Jack Sparrow"	"cutlass"	0.1	1	29
"882"	882	"female"	"yes"	33	"JSSFP"	15	1	2	"Anicetus"	"cutlass"	1.69	1	0
"883"	883	"female"	"yes"	31	"JSSFP"	11	18	1	"Jack Sparrow"	"cutlass"	0.06	0	1
"884"	884	"male"	"yes"	26	"CCCC"	8	12	0	"Jack Sparrow"	"cutlass"	0.05	1	16
"885"	885	"male"	"yes"	29	"CCCC"	5	5	3	"Jack Sparrow"	"cutlass"	0.44	1	0
"886"	886	"female"	"yes"	26	"CCCC"	9	1	0	"Jack Sparrow"	"cutlass"	0.59	0	0
"887"	887	"male"	"yes"	28	"CCCC"	11	3	0	"Jack Sparrow"	"sabre"	11.4	1	16
"888"	888	"male"	"no"	20	"CCCC"	1	2	8	"Jack Sparrow"	"cutlass"	0.05	1	16
"889"	889	"male"	"yes"	29	"CCCC"	9	0	1	"Edward Low"	"cutlass"	0.59	0	25
"890"	890	"female"	"yes"	25	"CCCC"	10	4	2	"Blackbeard"	"scimitar"	7.04	0	0
"891"	891	"female"	"yes"	25	"CCCC"	7	0	1	"Hook"	"cutlass"	0.21	0	2
"892"	892	"female"	"yes"	29	"CCCC"	15	6	0	"Blackbeard"	"cutlass"	1.67	0	0
"893"	893	"other"	"yes"	27	"CCCC"	13	9	0	"Lewis Scot"	"cutlass"	0.12	1	22
"894"	894	"female"	"yes"	30	"CCCC"	7	3	2	"Jack Sparrow"	"cutlass"	2.17	1	0
"895"	895	"female"	"yes"	37	"JSSFP"	11	0	3	"Blackbeard"	"cutlass"	0.5	1	0
"896"	896	"female"	"yes"	38	"JSSFP"	15	25	3	"Hook"	"cutlass"	0.11	1	0
"897"	897	"male"	"yes"	27	"CCCC"	6	2	0	"Jack Sparrow"	"cutlass"	0.45	1	10
"898"	898	"female"	"yes"	23	"CCCC"	15	2	0	"Jack Sparrow"	"sabre"	3.68	1	0
"899"	899	"male"	"no"	29	"CCCC"	7	3	1	"Jack Sparrow"	"banana"	0.12	1	4
"900"	900	"female"	"yes"	34	"JSSFP"	14	3	3	"Jack Sparrow"	"cutlass"	0.22	0	3
"901"	901	"male"	"yes"	30	"CCCC"	11	20	6	"Edward Low"	"cutlass"	0.35	1	22
"902"	902	"male"	"yes"	30	"CCCC"	13	7	1	"Jack Sparrow"	"cutlass"	1.07	1	28
"903"	903	"female"	"yes"	39	"JSSFP"	12	14	4	"Lewis Scot"	"cutlass"	0.4	1	0
"904"	904	"female"	"yes"	34	"JSSFP"	8	5	8	"Anicetus"	"cutlass"	0.02	1	0
"905"	905	"female"	"yes"	34	"JSSFP"	10	5	0	"Jack Sparrow"	"cutlass"	0.15	1	3
"906"	906	"female"	"yes"	29	"CCCC"	7	0	4	"Anicetus"	"cutlass"	0.18	1	0
"907"	907	"male"	"yes"	27	"CCCC"	10	0	0	"Edward Low"	"cutlass"	0.16	1	8
"908"	908	"female"	"yes"	29	"CCCC"	12	2	4	"Jack Sparrow"	"cutlass"	0.86	1	0
"909"	909	"male"	"yes"	30	"JSSFP"	10	2	4	"Blackbeard"	"cutlass"	0.13	0	21
"910"	910	"male"	"yes"	20	"CCCC"	10	1	5	"Edward Low"	"banana"	13.79	1	14
"911"	911	"female"	"yes"	30	"CCCC"	6	11	8	"Blackbeard"	"cutlass"	0.37	1	0
"912"	912	"male"	"yes"	20	"CCCC"	5	0	1	"Jack Sparrow"	"cutlass"	0.73	1	15
"913"	913	"male"	"no"	23	"CCCC"	3	24	0	"Jack Sparrow"	"sabre"	1.64	1	19
"914"	914	"male"	"yes"	19	"CCCC"	5	1	4	"Jack Sparrow"	"cutlass"	0.35	0	23
"915"	915	"female"	"yes"	44	"JSSFP"	10	8	6	"Edward Low"	"cutlass"	0.22	1	0
"916"	916	"male"	"yes"	19	"CCCC"	10	4	2	"Edward Low"	"cutlass"	0.97	1	9
"917"	917	"male"	"yes"	24	"CCCC"	7	20	5	"Jack Sparrow"	"cutlass"	0.4	0	18
"918"	918	"male"	"yes"	23	"CCCC"	10	1	1	"Jack Sparrow"	"cutlass"	0.15	0	18
"919"	919	"female"	"yes"	35	"JSSFP"	12	2	1	"Jack Sparrow"	"cutlass"	0.26	1	0
"920"	920	"female"	"yes"	25	"CCCC"	10	1	3	"Jack Sparrow"	"cutlass"	0.84	1	1
"921"	921	"male"	"yes"	32	"JSSFP"	8	5	1	"Jack Sparrow"	"cutlass"	0.09	0	16
"922"	922	"male"	"yes"	25	"CCCC"	8	2	1	"Anicetus"	"cutlass"	0.02	1	19
"923"	923	"female"	"yes"	33	"JSSFP"	10	9	3	"Hook"	"cutlass"	0.32	0	0
"924"	924	"female"	"yes"	28	"CCCC"	9	0	4	"Lewis Scot"	"cutlass"	0.55	1	0
"925"	925	"male"	"yes"	27	"CCCC"	18	3	1	"Hook"	"cutlass"	0.11	1	23
"926"	926	"male"	"yes"	35	"JSSFP"	13	12	3	"Jack Sparrow"	"cutlass"	0.14	1	21
"927"	927	"female"	"yes"	25	"CCCC"	11	1	0	"Jack Sparrow"	"cutlass"	0.22	1	0
"928"	928	"female"	"yes"	17	"CCCC"	9	1	0	"Edward Low"	"cutlass"	1.7	0	2
"929"	929	"male"	"yes"	33	"JSSFP"	13	4	2	"Jack Sparrow"	"cutlass"	0.45	0	20
"930"	930	"female"	"yes"	21	"CCCC"	7	1	1	"Edward Low"	"cutlass"	0.04	0	0
"931"	931	"male"	"yes"	23	"CCCC"	9	12	3	"Jack Sparrow"	"cutlass"	2.07	0	19
"932"	932	"male"	"yes"	26	"CCCC"	10	3	4	"Jack Sparrow"	"cutlass"	0.31	0	26
"933"	933	"female"	"yes"	18	"CCCC"	12	2	1	"Jack Sparrow"	"cutlass"	0.27	0	0
"934"	934	"male"	"no"	27	"CCCC"	6	1	1	"Jack Sparrow"	"banana"	14.82	0	12
"935"	935	"female"	"yes"	30	"CCCC"	10	9	4	"Anicetus"	"cutlass"	0.08	1	0
"936"	936	"male"	"no"	35	"JSSFP"	3	9	12	"Hook"	"cutlass"	0.07	1	4
"937"	937	"male"	"yes"	33	"JSSFP"	11	1	1	"Jack Sparrow"	"banana"	26.94	1	31
"938"	938	"female"	"yes"	23	"CCCC"	8	6	6	"Edward Low"	"cutlass"	0.01	0	0
"939"	939	"female"	"yes"	31	"JSSFP"	11	15	9	"Edward Low"	"cutlass"	0.4	0	0
"940"	940	"male"	"yes"	24	"CCCC"	8	1	1	"Jack Sparrow"	"cutlass"	0.88	0	17
"941"	941	"male"	"yes"	26	"CCCC"	9	1	0	"Jack Sparrow"	"cutlass"	0.82	1	23
"942"	942	"female"	"yes"	31	"CCCC"	13	2	11	"Anicetus"	"sabre"	2.71	1	1
"943"	943	"male"	"yes"	33	"JSSFP"	14	2	3	"Jack Sparrow"	"cutlass"	0.47	0	24
"944"	944	"male"	"yes"	28	"CCCC"	12	11	4	"Jack Sparrow"	"cutlass"	0.33	1	19
"945"	945	"female"	"yes"	29	"JSSFP"	9	2	4	"Blackbeard"	"cutlass"	0.07	1	0
"946"	946	"female"	"yes"	30	"CCCC"	11	1	3	"Jack Sparrow"	"cutlass"	0.2	0	0
"947"	947	"female"	"yes"	38	"JSSFP"	8	9	0	"Anicetus"	"cutlass"	0.28	0	0
"948"	948	"male"	"no"	30	"CCCC"	10	0	2	"Edward Low"	"scimitar"	6.21	1	14
"949"	949	"female"	"yes"	29	"CCCC"	11	18	2	"Blackbeard"	"cutlass"	0.39	1	0
"950"	950	"male"	"yes"	27	"CCCC"	10	16	0	"Jack Sparrow"	"cutlass"	0.6	1	27
"951"	951	"female"	"yes"	27	"CCCC"	4	2	11	"Blackbeard"	"cutlass"	0.77	1	0
"952"	952	"male"	"yes"	24	"CCCC"	7	1	12	"Edward Low"	"cutlass"	0.06	1	18
"953"	953	"male"	"yes"	17	"CCCC"	8	7	0	"Jack Sparrow"	"cutlass"	0.29	0	17
"954"	954	"female"	"yes"	31	"JSSFP"	7	4	1	"Lewis Scot"	"sabre"	7.29	1	0
"955"	955	"female"	"yes"	30	"CCCC"	9	2	2	"Blackbeard"	"cutlass"	1.2	0	1
"956"	956	"male"	"yes"	25	"CCCC"	9	3	1	"Jack Sparrow"	"cutlass"	0.12	1	20
"957"	957	"male"	"yes"	30	"CCCC"	7	3	1	"Anicetus"	"cutlass"	0.19	1	17
"958"	958	"male"	"yes"	9	"CCCC"	7	1	0	"Jack Sparrow"	"cutlass"	0.93	1	15
"959"	959	"male"	"yes"	26	"CCCC"	5	10	4	"Jack Sparrow"	"cutlass"	0.48	1	16
"960"	960	"female"	"no"	27	"CCCC"	0	1	1	"Hook"	"banana"	3.56	0	0
"961"	961	"female"	"yes"	25	"CCCC"	9	8	1	"Edward Low"	"cutlass"	4.14	1	1
"962"	962	"male"	"yes"	32	"JSSFP"	11	2	2	"Jack Sparrow"	"cutlass"	0.12	1	21
"963"	963	"male"	"yes"	16	"CCCC"	8	0	6	"Jack Sparrow"	"cutlass"	0.81	1	23
"964"	964	"female"	"no"	29	"CCCC"	4	4	1	"Hook"	"scimitar"	11.96	0	1
"965"	965	"male"	"yes"	28	"CCCC"	13	1	1	"Jack Sparrow"	"cutlass"	0.09	1	18
"966"	966	"female"	"yes"	29	"JSSFP"	3	6	0	"Blackbeard"	"cutlass"	1.78	1	0
"967"	967	"other"	"yes"	26	"CCCC"	2	36	7	"Anicetus"	"cutlass"	0.28	1	8
"968"	968	"male"	"yes"	14	"CCCC"	14	2	1	"Jack Sparrow"	"cutlass"	0.69	1	21
"969"	969	"male"	"yes"	22	"CCCC"	13	0	3	"Edward Low"	"cutlass"	0.26	1	25
"970"	970	"female"	"yes"	33	"JSSFP"	6	0	5	"Edward Low"	"cutlass"	0.95	1	0
"971"	971	"male"	"yes"	20	"CCCC"	8	1	1	"Jack Sparrow"	"cutlass"	0.1	0	21
"972"	972	"female"	"yes"	27	"CCCC"	9	2	1	"Hook"	"scimitar"	8.63	1	0
"973"	973	"female"	"yes"	25	"CCCC"	10	0	9	"Edward Low"	"cutlass"	0.89	1	0
"974"	974	"female"	"yes"	39	"JSSFP"	6	17	5	"Anicetus"	"cutlass"	0.17	1	1
"975"	975	"female"	"yes"	22	"CCCC"	13	2	1	"Blackbeard"	"cutlass"	0.85	1	1
"976"	976	"male"	"yes"	30	"JSSFP"	7	1	2	"Jack Sparrow"	"cutlass"	0.17	1	26
"977"	977	"female"	"yes"	23	"CCCC"	15	12	2	"Blackbeard"	"cutlass"	0.78	1	0
"978"	978	"female"	"yes"	23	"CCCC"	10	2	0	"Edward Low"	"cutlass"	0.36	0	0
"979"	979	"female"	"yes"	34	"JSSFP"	11	6	1	"Edward Low"	"cutlass"	0.24	1	0
"980"	980	"female"	"yes"	39	"JSSFP"	12	4	12	"Jack Sparrow"	"cutlass"	0.58	1	1
"981"	981	"male"	"no"	27	"CCCC"	7	3	2	"Jack Sparrow"	"scimitar"	15.54	1	26
"982"	982	"female"	"yes"	33	"JSSFP"	8	5	3	"Hook"	"cutlass"	0.04	0	0
"983"	983	"female"	"no"	32	"JSSFP"	1	17	2	"Hook"	"sabre"	1.3	1	0
"984"	984	"male"	"no"	23	"CCCC"	4	14	5	"Jack Sparrow"	"scimitar"	3.01	0	10
"985"	985	"female"	"yes"	26	"CCCC"	11	4	1	"Hook"	"cutlass"	0.06	1	0
"986"	986	"female"	"yes"	34	"JSSFP"	13	12	1	"Anicetus"	"cutlass"	0.69	1	0
"987"	987	"male"	"no"	18	"CCCC"	4	9	1	"Blackbeard"	"banana"	31.4	0	13
"988"	988	"male"	"yes"	32	"JSSFP"	6	7	4	"Jack Sparrow"	"cutlass"	0.52	1	18
"989"	989	"female"	"yes"	35	"JSSFP"	10	1	2	"Edward Low"	"sabre"	5.6	0	1
"990"	990	"female"	"yes"	32	"JSSFP"	13	2	0	"Hook"	"cutlass"	0.06	1	0
"991"	991	"female"	"yes"	32	"JSSFP"	7	8	7	"Edward Low"	"cutlass"	0.24	1	1
"992"	992	"male"	"yes"	30	"JSSFP"	13	4	0	"Jack Sparrow"	"cutlass"	1.52	1	27
"993"	993	"male"	"yes"	28	"CCCC"	12	10	1	"Jack Sparrow"	"sabre"	0.39	0	23
"994"	994	"female"	"yes"	26	"CCCC"	11	10	18	"Anicetus"	"sabre"	1.57	1	0
"995"	995	"other"	"yes"	35	"JSSFP"	8	40	2	"Lewis Scot"	"cutlass"	0.16	1	14
"996"	996	"male"	"yes"	25	"CCCC"	11	0	1	"Jack Sparrow"	"cutlass"	0.61	1	21
"997"	997	"male"	"yes"	29	"CCCC"	0	4	0	"Jack Sparrow"	"cutlass"	0.12	0	14
"998"	998	"other"	"yes"	27	"CCCC"	12	10	9	"Edward Low"	"scimitar"	24.49	0	18
"999"	999	"male"	"no"	33	"JSSFP"	4	6	3	"Jack Sparrow"	"cutlass"	0.05	1	8
"1000"	1000	"male"	"yes"	27	"CCCC"	9	11	6	"Jack Sparrow"	"cutlass"	0.07	1	21
