"movie7653.name"	"total.boxoffice.earnings"	"dvd.earnings.in.us.639c"	"total.movie.budget"	"rating.GPGPG13RNC17"	"genreX8423"	"TIME"	"year.of.release"	"sequel"
"3752"	"Lionheart"	22545360	NA	0	"R"	"Action"	NA	1991	"0"
"3753"	"My Tutor"	22544918	NA	0	NA	"Comedy"	NA	1983	"0"
"3754"	"The Care Bears Movie"	22529601	NA	0	NA	"Adventure"	NA	1985	"0"
"3755"	"Victor/Victoria"	22524614	NA	0	NA	"Musical"	NA	1982	"0"
"3756"	"Captain Ron"	22518097	NA	0	"PG13"	"Comedy"	NA	1992	"0"
"3757"	"Adaptation"	22498520	NA	18500000	"R"	"Comedy"	NA	2002	"0"
"3758"	"The Warriors"	22490000	NA	0	"R"	"Action"	NA	1979	"0"
"3759"	"My Bodyguard"	22482952	NA	0	NA	"Comedy"	NA	1980	"0"
"3760"	"Cassandra's Dream"	22478138	NA	0	"PG13"	"Drama"	NA	2008	"0"
"3761"	"Winter's Tale"	22468620	3384977	6e+07	"PG-13"	"Drama"	"118"	2013	"0"
"3762"	"Disco"	22437089	NA	0	NA	"Comedy"	NA	2008	"0"
"3763"	"Red Corner"	22435165	NA	0	"R"	"Thriller/Suspense"	NA	1997	"0"
"3764"	"Black Lightning"	22435112	NA	0	NA	NA	NA	2009	"0"
"3765"	"License to Drive"	22434275	NA	0	NA	"Comedy"	NA	1988	"0"
"3766"	"City by the Sea"	22433915	NA	4e+07	"R"	"Drama"	"108"	2002	"0"
"3767"	"Swimming Pool"	22416720	NA	7800000	"R"	"Thriller/Suspense"	NA	2003	"0"
"3768"	"He Got Game"	22398680	NA	2.5e+07	"R"	"Drama"	NA	1998	"0"
"3769"	"Two Can Play That Game"	22391450	NA	1.3e+07	"R"	"Romantic Comedy"	NA	2001	"0"
"3770"	"Blue Chips"	22359041	NA	0	"PG13"	"Drama"	NA	1994	"0"
"3771"	"At First Sight"	22326247	NA	4e+07	"PG13"	"Drama"	NA	1999	"0"
"3772"	"My Fellow Americans"	22294341	NA	21500000	"13"	"Comedy"	NA	1996	"0"
"3773"	"The Lion in Winter"	22276975	NA	0	NA	NA	NA	1968	"0"
"3774"	"Hamlet"	22271473	NA	0	"PG"	"Drama"	"135"	1990	"0"
"3775"	"For the Love of Benji"	22257624	NA	0	NA	NA	NA	1977	"0"
"3776"	"Empire of the Sun"	22238696	NA	0	"PG"	"Drama"	"150"	1987	"0"
"3777"	"Super Size Me"	22233808	NA	65000	"PG13"	"Documentary"	NA	2004	"0"
"3778"	"Norma Rae"	22228000	NA	0	NA	"Drama"	NA	1979	"0"
"3779"	"NASCAR: The IMAX Experience"	22215235	NA	0	"PG"	"Documentary"	NA	2004	"0"
"3780"	"The Last Starfighter"	22200789	NA	0	NA	"Comedy"	NA	1984	"0"
"3781"	"The Bermuda Triangle"	22200000	NA	0	NA	NA	NA	1979	"0"
"3782"	"My Blueberry Nights"	22198996	NA	1e+07	"PG-13"	"Drama"	NA	2008	"0"
"3783"	"Bulletproof"	22197420	NA	0	"R"	"Action"	"85"	1996	"0"
"3784"	"Waitress"	22187264	23250226	1500000	"13"	"Romantic Comedy"	NA	2007	"0"
"3785"	"To Be and To Have"	22183435	NA	0	"Not Rated"	"Documentary"	NA	3524	"0"
"3786"	"The Sword in the Stone"	22182353	NA	0	NA	"Adventure"	NA	1963	"0"
"3787"	"A Nightmare On Elm Street: The Dream Child"	22168359	NA	6e+06	"R"	"Horror"	NA	1989	"1"
"3788"	"The Marine"	22165608	29725089	1.5e+07	"PG13"	"Action"	NA	2006	"0"
"3789"	"House"	22144631	NA	0	"R"	"Horror"	NA	1986	"0"
"3790"	"Three Kingdoms: Resurrection of the Dragon"	22139590	NA	2e+07	"R"	"Action"	NA	2008	"0"
"3791"	"Son of Flubber"	22129412	NA	0	NA	NA	NA	1963	"0"
"3792"	"The Medallion"	22108977	NA	4.1e+07	"PG13"	"Comedy"	NA	2003	"0"
"3793"	"The Juror"	22079985	NA	4.4e+07	"R"	"Thriller/Suspense"	NA	3437	"0"
"3794"	"Home for the Holidays"	22074731	NA	2e+07	"PG-13"	"Comedy"	"104"	1995	"0"
"3795"	"Nosotros Los Nobles"	22073311	NA	0	"13"	"Comedy"	"108"	2013	"0"
"3796"	"The Man with the Iron Fists"	22018988	6852319	1.5e+07	"R"	"Action"	"95"	2011	"0"
"3797"	"Don Juan DeMarco"	22011141	NA	2.5e+07	"PG13"	"Drama"	"92"	1995	"0"
"3798"	"The Big Parade"	2.2e+07	NA	245000	NA	"Drama"	NA	1925	"0"
"3799"	"In Search of Historic Jesus"	2.2e+07	NA	0	NA	NA	NA	1980	"0"
"3800"	"Death Wish"	2.2e+07	NA	0	NA	"Action"	NA	1974	"0"
"3801"	"Meitantei Conan: Senritsu no furu sukoa"	21997163	NA	0	NA	"Adventure"	NA	2008	"1"
"3802"	"Joy Ride"	21973182	NA	2.3e+07	"R"	"Thriller/Suspense"	NA	2001	"0"
"3803"	"Unaccompanied Minors"	21970831	7250962	2.5e+07	"PG"	"Comedy"	NA	2006	"0"
"3804"	"Feichang Xingyun"	21970000	NA	8e+06	"Not Rated"	"Adventure"	"114"	2013	"1"
"3805"	"Love Don't Cost a Thing"	21937235	NA	0	"13"	"Romantic Comedy"	NA	2003	"0"
"3806"	"Herutâ sukerutâ"	21927919	NA	0	NA	"Multiple Genres"	"127"	2012	"0"
"3807"	"Partner"	21916101	NA	0	"Not Rated"	"Romantic Comedy"	"4098"	2007	"0"
"3808"	"Beasts of the Southern Wild"	21911774	7098645	1800000	"13"	"Drama"	"93"	2012	"0"
"3809"	"Biker Boyz"	21908034	NA	0	"13"	"Action"	NA	2003	"0"
"3810"	"Io, Loro e Lara"	21903000	NA	0	NA	NA	NA	2010	"0"
"3811"	"Flicka"	21896367	51575830	1.5e+07	"PG"	"Drama"	NA	2006	"0"
"3812"	"Reno 911!: Miami"	21851362	20337981	1e+07	"R"	"Comedy"	NA	2007	"0"
"3813"	"Just Wright"	21851314	10887206	1.2e+07	"PG"	"Romantic Comedy"	NA	2009	"0"
"3814"	"Only the Lonely"	21830957	NA	0	"13"	"Comedy"	NA	1991	"0"
"3815"	"Mr. 3000"	21827296	NA	3e+07	"PG-13"	"Comedy"	NA	2004	"0"
"3816"	"A Soldier's Story"	21821347	NA	0	NA	"Drama"	NA	1984	"0"
"3817"	"Melancholia"	21817298	2566864	9400000	"R"	"Thriller/Suspense"	"135"	2010	"0"
"3818"	"Il Postino"	21812813	NA	0	"PG"	"Drama"	NA	1995	"0"
"3819"	"Amy"	21803236	NA	0	"R"	"Documentary"	"127"	2015	"0"
"3820"	"The Caine Mutiny"	21800000	NA	0	NA	"REALITY"	NA	1954	"0"
"3821"	"Fair*Game"	21792905	NA	0	"13"	"Drama"	"105"	2010	"0"
"3822"	"Little Voice"	21787233	NA	6e+06	"R"	"Musical"	NA	1998	"0"
"3823"	"Little Black Book"	21758371	NA	3e+07	"PG-13"	"Romantic Comedy"	"-38"	2004	"0"
"3824"	"Exodus"	21750000	NA	4e+06	NA	NA	NA	1960	"0"
"3825"	"Son of Sardaar"	21747828	NA	0	"Not Rated"	NA	"0"	2012	"0"
"3826"	"Se Eu Fosse Voce 2"	21734431	NA	0	NA	NA	NA	2009	"0"
"3827"	"Shining Through"	21733781	NA	0	"R"	"Thriller/Suspense"	NA	1992	"0"
"3828"	"7 gwanggu"	21729647	NA	0	NA	"Multiple Genres"	"101"	2011	NA
"3829"	"Friday the 13th Part 2"	21722776	NA	1250000	NA	"Horror"	NA	1981	"0"
"3830"	"Lock Up"	21717616	NA	0	NA	"Action"	NA	1989	"0"
"3831"	"Leap of Faith"	21715759	NA	0	"PG13"	"Comedy"	NA	1992	"0"
"3832"	"Cousins"	21707236	NA	0	NA	"Romantic Comedy"	NA	1989	"0"
"3833"	"The Green Berets"	21707027	NA	0	NA	"Action"	NA	1968	"0"
"3834"	"The Russians Are Coming, the Russians Are Coming"	21693114	NA	0	NA	NA	NA	1966	"0"
"3835"	"Class"	21667789	NA	0	NA	"Comedy"	NA	1983	"0"
"3836"	"White Oleander"	21657770	NA	1.6e+07	"PG13"	"Drama"	NA	2002	"0"
"3837"	"Como agua para chocolate"	21656534	NA	0	"R"	"Drama"	NA	1993	"0"
"3838"	"The Rookie"	21633874	NA	0	"G"	"Comedy"	NA	1990	"0"
"3839"	"Doomsday"	21621188	11003477	3.3e+07	"R"	"Action"	NA	2008	"0"
"3840"	"Wild Child"	21618331	NA	0	"PG13"	"Romantic Comedy"	NA	2009	"0"
"3841"	"The Quest"	21607190	NA	0	"PG13"	"Action"	NA	1996	"0"
"3842"	"Wicker Park"	21601257	NA	3e+07	"PG-13"	"Thriller/Suspense"	NA	2004	"0"
"3843"	"Consenting Adults"	21591728	NA	0	"R"	"Drama"	NA	1992	"0"
"3844"	"Over Her Dead Body"	21589617	8501767	1e+07	"13"	"Comedy"	NA	2008	"0"
"3845"	"Black or White"	21571189	3999732	9e+06	"PG-13"	"Drama"	"121"	2014	"0"
"3846"	"The Rum Diary"	21544732	5094101	0	"R"	"Drama"	"122"	2010	"0"
"3847"	"Blackbeard's Ghost"	21540050	NA	0	NA	"Comedy"	NA	1968	"0"
"3848"	"Man of the House"	21518247	NA	5e+07	"PG-13"	"Comedy"	NA	2005	"0"
"3849"	"Army of Darkness"	21502976	NA	1.1e+07	"R"	"Horror"	"89"	1993	"1"
"3850"	"Desu Noto"	21497802	NA	0	NA	"Thriller/Suspense"	NA	2006	"0"
"3851"	"The Man Who Wasn't There"	21494849	NA	0	"R"	"Drama"	"117"	2001	"0"
"3852"	"Married to the Mob"	21486757	NA	0	NA	"Comedy"	NA	1988	"0"
"3853"	"Enter the Dragon"	21483063	NA	0	"R"	NA	NA	1973	"0"
"3854"	"Eiga doraemon: Shin. Nobita no uchû kaitakushi"	21463266	NA	0	NA	NA	NA	2009	"0"
"3855"	"Tough Guys"	21458229	NA	0	NA	"Comedy"	NA	1986	"0"
"3856"	"Toys"	21452082	NA	0	"PG13"	"Comedy"	"123"	1992	"0"
"3857"	"Quigley Down Under"	21413105	NA	2e+07	"PG-13"	"Western"	NA	1990	"0"
"3858"	"Our Family Wedding"	21404886	6196457	1.4e+07	"PG-13"	"Comedy"	NA	2010	"0"
"3859"	"A Very Brady Sequel"	21397954	NA	0	"PG13"	"Comedy"	NA	1996	"1"
"3860"	"Daensing Kwin"	21387594	NA	0	NA	"Romantic Comedy"	"124"	2012	"0"
"3861"	"Cold Creek Manor"	21384035	NA	0	"R"	"Thriller/Suspense"	"119"	2003	"0"
"3862"	"The Fog"	21378361	NA	1e+06	NA	"Horror"	NA	1980	"0"
"3863"	"Penelope"	21375166	9576965	0	"PG"	"Drama"	NA	2008	"0"
"3864"	"The First Power"	21365321	NA	0	"R"	"Horror"	NA	1990	"0"
"3865"	"Center Stage"	21361109	NA	1.8e+07	"PG13"	"Drama"	"113"	2000	"0"
"3866"	"Waist Deep"	21344312	24778705	0	"R"	"Drama"	NA	2006	"0"
"3867"	"Rhinestone"	21333906	NA	0	NA	"Comedy"	NA	1984	"0"
"3868"	"The King and I"	21300000	NA	0	NA	NA	NA	1956	"0"
"3869"	"The Bells of St. Mary's"	21300000	NA	0	NA	"Drama"	NA	1945	"0"
"3870"	"The Freshman"	21289527	NA	0	"PG"	"Comedy"	NA	1990	"0"
"3871"	"The Black Cauldron"	21288692	NA	0	NA	"Adventure"	NA	1985	"0"
"3872"	"The Apostle"	21277770	NA	5e+06	"PG-13"	"Drama"	NA	1997	"0"
"3873"	"Revenge of the Nerds II: Nerds in Paradise"	21276124	NA	0	NA	"Comedy"	NA	1987	"1"
"3874"	"Buried"	21270290	NA	1987650	"R"	"Thriller/Suspense"	"94"	2010	"0"
"3875"	"Happy-Go-Lucky"	21234179	NA	0	"R"	"Comedy"	NA	2008	"0"
"3876"	"Nazotoki Wa Dinner No Ato De"	21216502	NA	0	NA	"Thriller/Suspense"	"121"	2013	"0"
"3877"	"New York Minute"	21215882	NA	4e+07	"PG"	"Comedy"	NA	2004	"0"
"3878"	"A Haunted House 2"	21206861	2758238	4e+06	"R"	"Comedy"	"87"	2014	"1"
"3879"	"Fame"	21202829	NA	0	NA	"Musical"	NA	1980	"0"
"3880"	"Straight Talk"	21202099	NA	0	"PG"	"Comedy"	NA	1992	"0"
"3881"	"Mister Roberts"	21200000	NA	0	NA	NA	NA	1955	"0"
"3882"	"The Guard"	21197454	NA	6e+06	"R"	"Comedy"	"96"	2010	"0"
"3883"	"The Right Stuff"	21192102	NA	2.7e+07	NA	"Action"	NA	1983	"0"
"3884"	"Raising Cain"	21171695	NA	1.1e+07	"R"	"Thriller/Suspense"	NA	1992	"0"
"3885"	"ATL"	21170563	29914453	1.7e+07	"13"	"Comedy"	"107"	2006	"0"
"3886"	"A Nightmare On Elm Street Part 2: Freddy's Revenge"	21163999	NA	3e+06	NA	"Horror"	NA	1985	"1"
"3887"	"Cujo"	21156152	NA	0	NA	"Horror"	NA	1983	"0"
"3888"	"Coneheads"	21153686	NA	0	"PG"	"Comedy"	"109"	1993	"0"
"3889"	"A Stir of Echoes"	21133087	NA	1.2e+07	"R"	"Thriller/Suspense"	NA	1999	"0"
"3890"	"The Divine Weapon"	21122661	NA	0	NA	NA	NA	2008	"0"
"3891"	"Oh God, You Devil!"	21112090	NA	0	NA	"Comedy"	NA	1984	"1"
"3892"	"Ferngully… The Last Rainforest"	21111825	NA	0	"General"	"Adventure"	NA	1992	"0"
"3893"	"Top Secret!"	21100000	NA	0	NA	"Comedy"	NA	1984	"0"
"3894"	"The Banquet"	21094782	NA	0	NA	NA	NA	2007	"0"
"3895"	"Weekend Pass"	21058033	NA	0	"R"	"Comedy"	NA	1984	"0"
"3896"	"Punchline"	21032000	NA	0	"R"	"Comedy"	"123"	1988	"0"
"3897"	"Christine"	21017849	NA	0	NA	"Horror"	NA	1983	"0"
"3898"	"Night Shift"	21017056	NA	0	NA	"Comedy"	NA	1982	"0"
"3899"	"Pokemon Advanced Generation 2006"	21011389	NA	0	NA	"Adventure"	NA	2006	"1"
"3900"	"Cat People"	2.1e+07	NA	12500000	"R"	"Drama"	NA	1982	"0"
"3901"	"Dracula"	2.1e+07	NA	0	NA	"Horror"	NA	1979	"0"
"3902"	"The World's Greatest Lover"	2.1e+07	NA	0	"PG"	NA	NA	1977	"0"
"3903"	"High School High"	20995023	NA	0	"PG13"	"Comedy"	NA	1996	"0"
"3904"	"A Room with a View"	20966644	NA	3e+06	"Not Rated"	"Comedy"	"115"	1986	"0"
"3905"	"La Guerre du feu"	20959585	NA	12500000	NA	"Adventure"	NA	1982	"0"
"3906"	"Very Bad Things"	20947286	NA	1e+07	"R"	"Black Comedy"	NA	1998	"no"
"3907"	"Tales from the Crypt: Demon Knight"	20943520	NA	1.2e+07	"R"	"Horror"	NA	1995	"0"
"3908"	"The Devil's Rejects"	20940428	NA	7e+06	"R"	"Horror"	NA	2005	"1"
"3909"	"Nosso Lar"	20932364	NA	0	NA	"Drama"	NA	2010	"0"
"3910"	"Red Dog"	20927794	NA	9100000	"PG"	NA	"0"	2011	"0"
"3911"	"Khumba"	20898221	639630	1.5e+07	"Not Rated"	"Adventure"	"85"	2013	"0"
"3912"	"Amores Perros"	20883834	NA	2e+06	"R"	"Drama"	NA	2001	"0"
"3913"	"Mr. Baseball"	20883046	NA	0	"13"	"Comedy"	NA	1992	"0"
"3914"	"Short Circuit 2"	20882000	NA	0	NA	"Comedy"	NA	1988	"1"
"3915"	"The Hitcher"	20855646	8880831	0	"R"	"Thriller/Suspense"	NA	2007	"0"
"3916"	"Grand Prix"	20845016	NA	0	NA	NA	NA	1966	"0"
"3917"	"Super Mario Bros."	20844907	NA	4.2e+07	"PG"	"Action"	NA	1993	"0"
"3918"	"Friends Mononoke-jima no Naki"	20836650	NA	0	NA	"Adventure"	"87"	2011	NA
"3919"	"Georgia Rule"	20819601	19512218	2e+07	"R"	"Drama"	NA	2007	"0"
"3920"	"Le Grand Chef"	20794760	NA	0	NA	"Drama"	NA	2007	"0"
"3921"	"The Postman"	20783810	NA	8e+07	"R"	"Action"	NA	1997	"0"
"3922"	"The Air Up There"	20782439	NA	0	"PG"	"Comedy"	NA	1994	"0"
"3923"	"Bu-reo-jin hwa-sal"	20780134	NA	0	NA	"Drama"	"100"	2011	"0"
"3924"	"Boys and Girls"	20773721	NA	1.6e+07	"13"	"Romantic Comedy"	NA	2000	"0"
"3925"	"Left Behind"	20769209	4004260	1.6e+07	"PG13"	"Thriller/Suspense"	"111"	2014	"0"
"3926"	"Hanbando"	20766123	NA	0	NA	NA	NA	2006	"0"
"3927"	"Hotaru no Hikari"	20753277	NA	0	NA	"Drama"	"0"	2012	"0"
"3928"	"Boys Don't Cry"	20741000	NA	2e+06	"R"	"Drama"	NA	1999	"0"
"3929"	"Alex Rider: Operation Stormbreaker"	20722450	NA	4e+07	"PG"	"Action"	NA	2006	"0"
"3930"	"Eurotrip"	20718223	NA	2.5e+07	"R"	"Comedy"	NA	2004	"0"
"3931"	"Best in Show"	20695413	NA	6e+06	"PG13"	"Comedy"	NA	2000	"0"
"3932"	"Jason's Lyric"	20680473	NA	0	"R"	"Drama"	NA	1994	"0"
"3933"	"Friday the 13th Part V: A New Beginning"	20674880	NA	2200000	NA	"Horror"	NA	1985	"1"
"3934"	"Cat Ballou"	20666667	NA	0	NA	"Comedy"	NA	1965	"0"
"3935"	"The Man From Snowy River"	20659423	NA	5e+06	NA	"Drama"	NA	1982	"0"
"3936"	"It Follows"	20649774	1530760	2e+06	"R"	"Horror"	"107"	2014	"0"
"3937"	"Intersection"	20643034	NA	0	"R"	"Drama"	NA	1994	"0"
"3938"	"Iron Will"	20623071	NA	0	"PG"	"Drama"	"-68"	1994	"0"
"3939"	"Dead Silence"	20614661	17547220	0	"R"	"Horror"	NA	2007	"0"
"3940"	"Walk Hard: The Dewey Cox Story"	20606053	17749212	3.5e+07	"R"	"Comedy"	"96"	2007	"0"
"3941"	"A Christmas Story"	20605209	NA	3250000	"PG"	"Comedy"	NA	1983	"0"
"3942"	"Country Strong"	20601987	11189360	1.5e+07	"PG13"	"Drama"	"120"	2010	"0"
"3943"	"You Are the Apple of My Eye"	20600000	NA	0	NA	NA	"0"	2011	"0"
"3944"	"Cocktail"	20596759	NA	0	"Not Rated"	"Romantic Comedy"	"3145"	2012	"0"
"3945"	"Ricochet"	20596333	NA	0	"R"	"Thriller/Suspense"	NA	1991	"0"
"3946"	"Bobby"	20560906	14672294	1.4e+07	"R"	"Drama"	NA	2006	"0"
"3947"	"Speechless"	20548173	NA	0	"PG-13"	"Romantic Comedy"	NA	1994	"0"
"3948"	"The Last Castle"	20541668	NA	6e+07	"R"	"Drama"	NA	2001	"0"
"3949"	"Easy Virtue"	20537741	NA	1.4e+07	"13"	"Romantic Comedy"	NA	2009	"0"
"3950"	"Fear"	20528755	NA	0	"R"	"Thriller/Suspense"	NA	1996	"0"
"3951"	"Things Are Tough All Over"	20516003	NA	0	NA	"Comedy"	NA	1982	"0"
"3952"	"The Last Picture Show"	20505085	NA	0	"R"	NA	NA	1971	"0"
"3953"	"Porky's Revenge"	20500327	NA	0	NA	"Comedy"	NA	1985	"1"
"3954"	"The Final Conflict"	20471000	NA	0	NA	"Horror"	NA	1981	"1"
"3955"	"Chilgeup gongmuwon"	20468524	NA	0	NA	NA	NA	2009	"0"
"3956"	"The Nutcracker in 3D"	20466016	NA	9e+07	"PG"	"Musical"	"108"	2010	"0"
"3957"	"My Life in Ruins"	20465206	9464613	1.7e+07	"PG-13"	"Romantic Comedy"	NA	2009	"0"
"3958"	"The Groove Tube"	20447000	NA	0	NA	"Comedy"	NA	1974	"0"
"3959"	"Margin Call"	20433227	NA	3400000	"R"	"Drama"	"109"	2010	"0"
"3960"	"Alien Adventure"	20427678	NA	0	"Not Rated"	"Adventure"	NA	2000	"0"
"3961"	"The Adventures of Ford Fairlane"	20423389	NA	4.9e+07	"R"	"Comedy"	"102"	1990	"0"
"3962"	"The Beach Girls"	20418789	NA	0	NA	"Comedy"	NA	1982	"0"
"3963"	"Shame"	20412841	NA	6500000	"X"	"Drama"	"99"	2011	"0"
"3964"	"Some Kind of Hero"	20400486	NA	0	NA	"Comedy"	NA	1982	"0"
"3965"	"Duel in the Sun"	20400000	NA	6e+06	NA	NA	NA	1946	"0"
"3966"	"F/X"	20395193	NA	0	NA	"Action"	NA	1986	"0"
"3967"	"F.I.S.T"	20388920	NA	1.1e+07	NA	"Drama"	NA	3842	"0"
"3968"	"Valentine"	20384136	NA	1e+07	"R"	"Horror"	NA	2001	"0"
"3969"	"Code of Silence"	20345361	NA	0	NA	"Action"	NA	1985	"0"
"3970"	"Delhi Belly"	20289666	NA	0	"Not Rated"	"Comedy"	"103"	2011	"0"
"3971"	"Kids"	20269578	NA	1500000	"Not Rated"	"Drama"	NA	1995	"0"
"3972"	"The Incredible Shrinking Woman"	20259000	NA	0	NA	"Comedy"	NA	1981	"0"
"3973"	"Action Jackson"	20257000	NA	7e+06	NA	"Action"	NA	1988	"0"
"3974"	"The Namesake"	20247501	9407607	8500000	"PG-13"	"Drama"	NA	2007	"0"
"3975"	"Mobsters"	20246790	NA	0	"R"	"Drama"	NA	1991	"0"
"3976"	"Vampires"	20241395	NA	2e+07	"R"	"Horror"	NA	1998	"0"
"3977"	"Critical Condition"	20240502	NA	0	NA	"Comedy"	NA	1987	"0"
"3978"	"City Hall"	20231760	NA	4e+07	"R"	"Drama"	NA	1996	"0"
"3979"	"Six Pack"	20225989	NA	0	NA	"Comedy"	NA	1982	"0"
"3980"	"An American Tail: Fievel Goes West"	20218664	NA	0	"g"	"Adventure"	"75"	1991	"1"
"3981"	"Sudden Death"	20214270	NA	0	"R"	"Action"	NA	1995	"0"
"3982"	"Tarzan"	20200000	10367	0	"PG"	"Adventure"	"0"	2013	"0"
"3983"	"A Force of One"	20200000	NA	0	NA	"Action"	NA	1979	"0"
"3984"	"Jag ar Nyfiken - en film i gult"	20200000	NA	0	NA	NA	NA	1969	"0"
"3985"	"Die Fälscher"	20195808	NA	6250000	"R"	"Drama"	NA	2008	"0"
"3986"	"The People vs. Larry Flynt"	20191312	NA	0	"R"	"Drama"	NA	1996	"0"
"3987"	"Hodejegerne"	20188740	NA	5250000	"R"	"Thriller/Suspense"	"100"	2011	"0"
"3988"	"Beerfest"	20159316	28542646	17500000	"R"	"Comedy"	NA	2006	"0"
"3989"	"Die Unendliche Geschichte"	20158808	NA	2.7e+07	NA	"Adventure"	NA	1984	"0"
"3990"	"Juice"	20146800	NA	0	"R"	"Drama"	"94"	1992	"0"
"3991"	"Serving Sara"	20146150	NA	2.9e+07	"13"	"Romantic Comedy"	NA	2002	"0"
"3992"	"Gekijoban Kamen Raida Ozu Wandafuru: Shogun to Niju-ichi no Koa Medaru/Kaizoku Sentai Gokaija Za Mubi Sora Tobu Yureisen"	20145961	NA	0	NA	NA	"0"	2011	"0"
"3993"	"Love and Death"	20123742	NA	3e+06	NA	"Comedy"	NA	1975	"0"
"3994"	"Nanjing! Nanjing!"	20122558	NA	1.2e+07	"R"	"Drama"	"135"	2009	"0"
"3995"	"Legends of Oz: Dorothy’s Return"	20107933	1351589	7e+07	"PG"	"Adventure"	"88"	2013	"0"
"3996"	"Another Stakeout"	20107504	NA	0	"13"	"Comedy"	NA	1993	"1"
"3997"	"Multiplicity"	20101861	NA	4.5e+07	"13"	"Comedy"	NA	1996	"0"
"3998"	"Tess"	20093330	NA	0	NA	NA	NA	1980	"0"
"3999"	"Reign Over Me"	20081987	16404812	2e+07	"R"	"Drama"	NA	2007	"0"
"4000"	"Reality Bites"	20079850	NA	0	"13"	"Romantic Comedy"	NA	1994	"0"
"4001"	"Kon-Tiki"	20078585	NA	0	"PG-13"	"Drama"	"118"	2012	"0"
"4002"	"Booty Call"	20060051	NA	0	"R"	"Comedy"	NA	1997	"0"
"4003"	"Blindness"	20052958	NA	2.5e+07	"R"	"Thriller/Suspense"	NA	2008	"0"
"4004"	"Saawariya"	20052456	NA	0	"PG"	"Drama"	NA	2007	"0"
"4005"	"With Honors"	20043254	NA	0	"13"	"Drama"	NA	1994	"0"
"4006"	"Say Anything…"	20036737	NA	0	NA	"Drama"	NA	1989	"0"
"4007"	"Creepshow"	20036244	NA	8e+06	NA	"Horror"	NA	1982	"0"
"4008"	"The Presidio"	20036000	NA	0	NA	"Thriller/Suspense"	NA	1988	"0"
"4009"	"Down to You"	20035310	NA	9e+06	"13"	"Romantic Comedy"	NA	2000	"0"
"4010"	"I Heart Huckabees"	20034713	NA	2.2e+07	"R"	"Comedy"	"105"	2004	"0"
"4011"	"Tai Chi Hero"	20016042	NA	0	"Not Rated"	"Action"	"102"	2012	"1"
"4012"	"The Life of Brian"	20008693	NA	4e+06	"Not Rated"	"Comedy"	NA	1979	"0"
"4013"	"Another Year"	20005613	NA	8e+06	"13"	"Drama"	"129"	2010	"0"
"4014"	"Breaking Away"	2e+07	NA	0	NA	"Drama"	NA	1979	"0"
"4015"	"Outland"	2e+07	NA	0	NA	"Action"	NA	1981	"0"
"4016"	"The Kentucky Fried Movie"	2e+07	NA	6e+05	NA	"Comedy"	NA	1977	"0"
"4017"	"The Adventure of Sherlock Holmes' Smarter Brother"	2e+07	NA	0	NA	"Comedy"	NA	1975	"0"
"4018"	"Barry Lyndon"	2e+07	NA	1.1e+07	NA	"Drama"	NA	1975	"0"
"4019"	"The Great Waldo Pepper"	2e+07	NA	0	NA	"Drama"	NA	1975	"0"
"4020"	"Shane"	2e+07	NA	0	NA	"Western"	"118"	1953	"0"
"4021"	"Ho Voglia Di Te"	2e+07	NA	0	NA	NA	NA	2007	"0"
"4022"	"Barefoot in the Park"	19994515	NA	0	NA	"Romantic Comedy"	NA	1967	"0"
"4023"	"Soshite chichi ni naru"	19978023	NA	0	"Not Rated"	"Drama"	"120"	2013	"0"
"4024"	"Rubbeldiekatz"	19954186	NA	0	NA	"Romantic Comedy"	"0"	2011	"0"
"4025"	"Frailty"	19947280	NA	1.1e+07	"R"	"Thriller/Suspense"	NA	2002	"0"
"4026"	"crazy/beautiful"	19929123	NA	1.3e+07	"PG-13"	"Drama"	NA	2001	"0"
"4027"	"Unfaithfully Yours"	19928200	NA	0	NA	"Romantic Comedy"	NA	3997	"0"
"4028"	"Un Prophète"	19910624	NA	1.3e+07	"R"	"Drama"	"-41"	2009	"0"
"4029"	"Breathless"	19910002	NA	0	"R"	"Action"	NA	1983	"0"
"4030"	"Fled"	19892205	NA	3e+07	"R"	"Action"	NA	1996	"0"
"4031"	"Caché"	19891331	NA	8e+06	"R"	"Drama"	NA	2005	"0"
"4032"	"Volunteers"	19875740	NA	0	"R"	"Comedy"	"107"	1985	"0"
"4033"	"Get Over It"	19860259	NA	1e+07	"PG13"	"Romantic Comedy"	NA	2001	"0"
"4034"	"Altered States"	19853892	NA	0	NA	"Horror"	NA	1980	"0"
"4035"	"F/X2"	19852153	NA	0	"13"	"Action"	NA	1991	"1"
"4036"	"Child's Play 3"	19850380	NA	0	"R"	"Horror"	NA	1991	"1"
"4037"	"Melinda and Melinda"	19826280	NA	0	"13"	"Comedy"	"99"	2005	"0"
"4038"	"Hard Rain"	19819494	NA	7e+07	"R"	"Action"	NA	1998	"0"
"4039"	"Innerspace"	19816619	NA	0	"PG"	"Action"	"120"	1987	"0"
"4040"	"Buena Vista Social Club"	19809190	NA	0	"g"	"Documentary"	NA	1999	"0"
"4041"	"Cruising"	19784223	NA	0	NA	NA	NA	1980	"0"
"4042"	"Color of Night"	19750470	NA	0	"R"	"Thriller/Suspense"	NA	1994	"0"
"4043"	"Betsy's Wedding"	19740070	NA	0	"R"	"Comedy"	"94"	1990	"0"
