"name"	"boxoffice.total"	"boxoffice.domestic"	"boxoffice.international"	"dvd.domestic"	"budget"	"rating"	"genre"	"creative.type"	"time"	"year"	"production.method"	"sequel"	"boxoffice.domestic.inflationadj"	"budget.millions"	"boxoffice.total.millions"	"revenue.d.budget"
"4290"	"Rachel Getting Married"	17475475	12796861	4678614	6927904	12000000	"R"	"Drama"	"Contemporary Fiction"	113	2008	"Live Action"	0	14793967	12	17.475475	1.45628958333333
"4291"	"Ragtime"	17468158	17468158	0	NA	0	"PG"	"Drama"	"Historical Fiction"	156	1981	"Live Action"	0	51104274	0	17.468158	Inf
"4292"	"Glee: The 3D Concert Movie"	17462398	11862398	5600000	NA	9000000	"PG"	"Concert/Performance"	"Factual"	100	2011	"Live Action"	0	12520583	9	17.462398	1.94026644444444
"4293"	"My Favorite Year"	17458105	17458105	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1982	"Live Action"	0	49702156	0	17.458105	Inf
"4294"	"Tristan & Isolde"	17455613	14734633	2720980	14176022	0	"PG-13"	"Drama"	"Historical Fiction"	125	2006	"Live Action"	0	18826264	0	17.455613	Inf
"4295"	"Above the Law"	17450660	17450660	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1988	"Live Action"	0	35538208	0	17.45066	Inf
"4296"	"Roll Bounce"	17433072	17380866	52206	NA	10000000	"PG-13"	"Comedy"	"Contemporary Fiction"	107	2005	"Live Action"	0	22692987	10	17.433072	1.7433072
"4297"	"A Guy Thing"	17430594	15543862	1886732	NA	20000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	NA	2003	"Live Action"	0	21575809	20	17.430594	0.8715297
"4298"	"Disturbing Behavior"	17411331	17411331	0	NA	15000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	1998	"Live Action"	0	31073098	15	17.411331	1.1607554
"4299"	"Addicted"	17390770	17390770	0	3226938	5000000	"R"	"Drama"	"Contemporary Fiction"	105	2014	"Live Action"	0	17816491	5	17.39077	3.478154
"4300"	"Gegege No Kitarô"	17369625	0	17369625	NA	0	NA	"Adventure"	"Fantasy"	NA	2007	"Digital Animation"	0	NA	0	17.369625	Inf
"4301"	"Extreme Measures"	17369541	17369541	0	NA	38000000	"R"	"Drama"	"Contemporary Fiction"	NA	1996	"Live Action"	0	32892091	38	17.369541	0.457093184210526
"4302"	"And So It Goes"	17360801	15160801	2200000	570741	18000000	"PG-13"	"Comedy"	"Contemporary Fiction"	93	2014	"Live Action"	0	15531933	18	17.360801	0.964488944444444
"4303"	"Born in East L.A."	17355263	17355263	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1987	"Live Action"	0	29153246	0	17.355263	Inf
"4304"	"Jo Jo Dancer, Your Life is Calling"	17337232	17337232	0	NA	0	NA	"Drama"	"Dramatization"	NA	1986	"Live Action"	0	39113914	0	17.337232	Inf
"4305"	"Sunshine Cleaning"	17329337	12062558	5266779	5446149	5000000	"R"	"Comedy"	"Contemporary Fiction"	NA	2009	"Live Action"	0	13461814	5	17.329337	3.4658674
"4306"	"My Baby's Daddy"	17322212	17321573	639	NA	12000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2004	"Live Action"	0	23346466	12	17.322212	1.44351766666667
"4307"	"12 Rounds"	17306648	12234694	5071954	9077332	20000000	"PG-13"	"Action"	"Contemporary Fiction"	NA	2009	"Live Action"	0	13653922	20	17.306648	0.8653324
"4308"	"The Matador"	17300838	12589255	4711583	8931764	10000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	2005	"Live Action"	0	16089910	10	17.300838	1.7300838
"4309"	"Murder in the First"	17300238	17300238	0	NA	0	"R"	"Drama"	"Dramatization"	NA	1995	"Live Action"	0	33288042	0	17.300238	Inf
"4310"	"Max Keeble's Big Move"	17292381	17292381	0	NA	12000000	"PG"	"Comedy"	"Kids Fiction"	NA	2001	"Live Action"	0	25562549	12	17.292381	1.44103175
"4311"	"Half Baked"	17278980	17278980	0	NA	8000000	"R"	"Comedy"	"Contemporary Fiction"	NA	1998	"Live Action"	0	30836896	8	17.27898	2.1598725
"4312"	"Shenandoah"	17268889	17268889	0	NA	0	NA	NA	NA	NA	1965	NA	0	143109507	0	17.268889	Inf
"4313"	"Dolphins and Whales Tribes of the Ocean 3D"	17252287	7714996	9537291	NA	6000000	"Not Rated"	"Documentary"	"Factual"	NA	2008	"Live Action"	0	8845458	6	17.252287	2.87538116666667
"4314"	"A Bronx Tale"	17239789	17239789	0	NA	0	"R"	"Drama"	"Historical Fiction"	NA	1993	"Live Action"	0	21680568	0	17.239789	Inf
"4315"	"Annapolis"	17224992	17127992	97000	29928303	0	"PG-13"	"Drama"	"Contemporary Fiction"	83	2006	"Live Action"	0	21876142	0	17.224992	Inf
"4316"	"The Phantom"	17220599	17220599	0	NA	45000000	"PG"	"Action"	"Super Hero"	NA	1996	"Live Action"	0	32610047	45	17.220599	0.382679977777778
"4317"	"Bright Star"	17220091	4444637	12775454	NA	8500000	"PG"	"Drama"	"Dramatization"	NA	2009	"Live Action"	0	4960213	8.5	17.220091	2.02589305882353
"4318"	"The Mission"	17218000	17218000	0	NA	0	NA	"Drama"	"Historical Fiction"	NA	1986	"Live Action"	0	38844919	0	17.218	Inf
"4319"	"Hit & Run"	17216955	13749300	3467655	3382629	22000000	"R"	"Comedy"	"Contemporary Fiction"	95	2012	"Live Action"	0	14457484	22	17.216955	0.782588863636364
"4320"	"No Escape"	17213233	15339030	1874203	NA	0	"R"	"Action"	"Science Fiction"	NA	1994	"Live Action"	0	27445130	0	17.213233	Inf
"4321"	"Her Alibi"	17195050	17195050	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1989	"Live Action"	0	20329349	0	17.19505	Inf
"4322"	"Angel Heart"	17185000	17185000	0	NA	0	NA	"Horror"	"Historical Fiction"	NA	1987	"Live Action"	0	30773962	0	17.185	Inf
"4323"	"Sidekicks"	17180393	17180393	0	NA	0	"PG"	"Action"	"Contemporary Fiction"	NA	1993	"Live Action"	0	25597770	0	17.180393	Inf
"4324"	"That Old Feeling"	17168110	16337426	830684	NA	0	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	NA	1997	"Live Action"	0	29791776	0	17.16811	Inf
"4325"	"Kites"	17155193	1685269	15469924	NA	9200000	"Not Rated"	"Thriller/Suspense"	"Contemporary Fiction"	NA	2010	"Live Action"	0	1787790	9.2	17.155193	1.86469489130435
"4326"	"Election"	17138828	14879556	2259272	NA	8500000	"R"	"Black Comedy"	"Contemporary Fiction"	NA	1999	"Live Action"	0	24516115	8.5	17.138828	2.01633270588235
"4327"	"The Falcon and the Snowman"	17130087	17130087	0	NA	0	NA	"Thriller/Suspense"	"Dramatization"	131	1985	"Live Action"	0	40388405	0	17.130087	Inf
"4328"	"Johnny Dangerously"	17124395	17124395	0	NA	0	NA	"Comedy"	"Historical Fiction"	NA	1984	"Live Action"	0	41550454	0	17.124395	Inf
"4329"	"The NeverEnding Story II: The Next Chapter"	17116963	17116963	0	NA	0	"PG"	"Adventure"	"Fantasy"	NA	1991	"Live Action"	1	34030637	0	17.116963	Inf
"4330"	"Von Ryan's Express"	17111111	17111111	0	NA	0	NA	NA	NA	NA	1965	NA	0	141801979	0	17.111111	Inf
"4331"	"The Valachi Papers"	17106087	17106087	0	NA	0	NA	NA	NA	NA	1972	NA	0	84222321	0	17.106087	Inf
"4332"	"Les Triplettes de Belleville"	17100523	6998643	10101880	NA	2000000	"PG-13"	"Musical"	"Historical Fiction"	NA	2003	"Hand Animation"	0	9477100	2	17.100523	8.5502615
"4333"	"Pet Sematary II"	17092453	17092453	0	NA	0	"R"	"Horror"	"Fantasy"	NA	1992	"Live Action"	1	25651539	0	17.092453	Inf
"4334"	"Firehouse Dog"	17087933	13922019	3165914	17245166	0	"PG"	"Comedy"	"Contemporary Fiction"	NA	2007	"Live Action"	0	16937105	0	17.087933	Inf
"4335"	"Kung Pow: Enter the Fist"	17033556	16033556	1000000	NA	10000000	"PG-13"	"Comedy"	"Contemporary Fiction"	81	2002	"Live Action"	0	23098254	10	17.033556	1.7033556
"4336"	"Pandorum"	17033431	10330853	6702578	5999568	40000000	"R"	"Horror"	"Science Fiction"	NA	2009	"Live Action"	0	11529231	40	17.033431	0.425835775
"4337"	"Freejack"	17033142	17033142	0	NA	0	"R"	"Action"	"Science Fiction"	NA	1992	"Live Action"	0	21472934	0	17.033142	Inf
"4338"	"Judy Moody and the Not Bummer Summer"	17029882	15013650	2016232	3675154	0	"PG"	"Adventure"	"Kids Fiction"	91	2011	"Live Action"	0	15846687	0	17.029882	Inf
"4339"	"Somewhere"	17023121	1785645	15237476	NA	7000000	"R"	"Drama"	"Contemporary Fiction"	98	2009	"Live Action"	0	1887025	7	17.023121	2.43187442857143
"4340"	"Central do Brasil"	17006158	5969553	11036605	NA	2900000	"R"	"Drama"	"Contemporary Fiction"	NA	1998	"Live Action"	0	9930888	2.9	17.006158	5.8641924137931
"4341"	"The Delta Force"	17005599	17005599	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1986	"Live Action"	0	32747123	0	17.005599	Inf
"4342"	"Diabolique"	17003203	17003203	0	NA	0	"R"	"Thriller/Suspense"	"Contemporary Fiction"	107	1996	"Live Action"	0	32198377	0	17.003203	Inf
"4343"	"Everyone's Hero"	17000437	14523101	2477336	9830850	0	"G"	"Adventure"	"Kids Fiction"	NA	2006	"Digital Animation"	0	18558525	0	17.000437	Inf
"4344"	"For Keeps?"	1.7e+07	17000000	0	NA	0	NA	"Drama"	"Contemporary Fiction"	NA	1988	"Live Action"	0	27775301	0	17	Inf
"4345"	"Herbie Goes Bananas"	1.7e+07	17000000	0	NA	0	NA	NA	NA	NA	1980	NA	0	52895914	0	17	Inf
"4346"	"Kingdom of the Spiders"	1.7e+07	17000000	0	NA	500000	NA	NA	NA	NA	1977	NA	0	63807172	0.5	17	34
"4347"	"Which Way Is Up?"	1.7e+07	17000000	0	NA	0	NA	NA	NA	NA	1977	NA	0	63807172	0	17	Inf
"4348"	"W.W. and the Dixie Dancekings"	1.7e+07	17000000	0	NA	0	NA	NA	NA	NA	1975	NA	0	69409757	0	17	Inf
"4349"	"The Country Bears"	16988996	16988996	0	NA	20000000	"G"	"Adventure"	"Kids Fiction"	NA	2002	"Live Action"	0	24474684	20	16.988996	0.8494498
"4350"	"Win a Date with Tad Hamilton!"	16980098	16980098	0	NA	24000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	NA	2004	"Live Action"	0	22886217	24	16.980098	0.707504083333333
"4351"	"Island of Lemurs: Madagascar"	16975542	16753988	221554	NA	0	"G"	"Documentary"	"Factual"	39	2013	"Live Action"	0	16753988	0	16.975542	Inf
"4352"	"Catch That Kid"	16959614	16703799	255815	NA	18000000	"PG"	"Adventure"	"Contemporary Fiction"	NA	2004	"Live Action"	0	22512555	18	16.959614	0.942200777777778
"4353"	"House of 1,000 Corpses"	16954014	12583510	4370504	NA	7000000	"R"	"Horror"	"Contemporary Fiction"	NA	2003	"Live Action"	0	17466667	7	16.954014	2.422002
"4354"	"Lover Come Back"	16937969	16937969	0	NA	0	NA	"Romantic Comedy"	NA	NA	1961	NA	0	205464927	0	16.937969	Inf
"4355"	"Fruitvale Station"	16928069	16098998	829071	4227426	900000	"R"	"Drama"	"Contemporary Fiction"	84	2013	"Live Action"	0	16574241	0.9	16.928069	18.8089655555556
"4356"	"All the Right Moves"	16927805	16927805	0	NA	0	"R"	"Drama"	"Contemporary Fiction"	90	1983	"Live Action"	0	44979593	0	16.927805	Inf
"4357"	"Jury Duty"	16927407	16927407	0	NA	0	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	1995	"Live Action"	0	32570666	0	16.927407	Inf
"4358"	"Godsend"	16910708	14334645	2576063	NA	30000000	"PG-13"	"Thriller/Suspense"	"Science Fiction"	NA	2004	"Live Action"	0	19320605	30	16.910708	0.563690266666667
"4359"	"Death Sentence"	16907831	9534258	7373573	7668436	20000000	"R"	"Action"	"Contemporary Fiction"	NA	2007	"Live Action"	0	11599087	20	16.907831	0.84539155
"4360"	"Looking for Mr. Goodbar"	16900000	16900000	0	NA	0	NA	"Drama"	"Contemporary Fiction"	NA	1977	"Live Action"	0	16900000	0	16.9	Inf
"4361"	"Sounder"	16889761	16889761	0	NA	0	NA	NA	NA	NA	1972	NA	0	83157239	0	16.889761	Inf
"4362"	"Sugar and Spice"	16880799	13276953	3603846	NA	0	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2001	"Live Action"	0	19633936	0	16.880799	Inf
"4363"	"Georgy Girl"	16873162	16873162	0	NA	0	NA	NA	NA	NA	1966	NA	0	129567307	0	16.873162	Inf
"4364"	"Jaane Tu Ya Jaane Na"	16869504	600922	16268582	NA	0	"Not Rated"	"Comedy"	"Contemporary Fiction"	NA	2008	"Live Action"	0	700519	0	16.869504	Inf
"4365"	"Rabbit-Proof Fence"	16866928	6199600	10667328	NA	7000000	"PG"	"Drama"	"Historical Fiction"	NA	2002	"Live Action"	0	8657225	7	16.866928	2.40956114285714
"4366"	"Geronimo: An American Legend"	16857966	16857966	0	NA	0	"PG-13"	"Western"	"Dramatization"	NA	1993	"Live Action"	0	34134944	0	16.857966	Inf
"4367"	"Le hérisson"	16835188	828801	16006387	NA	0	"Not Rated"	"Drama"	"Contemporary Fiction"	NA	2009	"Animation/Live Action"	0	875176	0	16.835188	Inf
"4368"	"Kiss Kiss, Bang Bang"	16829464	4235837	12593627	6914060	15000000	"R"	"Comedy"	"Contemporary Fiction"	102	2005	"Live Action"	0	5530394	15	16.829464	1.12196426666667
"4369"	"Hollywoodland"	16826251	14426251	2400000	8906563	0	"R"	"Drama"	"Dramatization"	NA	2006	"Live Action"	0	18434766	0	16.826251	Inf
"4370"	"Lightning Jack"	16821273	16821273	0	NA	0	"PG-13"	"Western"	"Historical Fiction"	NA	1994	"Live Action"	0	26488790	0	16.821273	Inf
"4371"	"A Touch of Class"	16800000	16800000	0	NA	0	NA	NA	NA	NA	1973	NA	0	79444064	0	16.8	Inf
"4372"	"Valley Girl"	16797122	16797122	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1983	"Live Action"	0	44632355	0	16.797122	Inf
"4373"	"Femme Fatale"	16792103	6592103	10200000	NA	35000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	2002	"Live Action"	0	9496711	35	16.792103	0.479774371428571
"4374"	"Andre"	16774699	16774699	0	NA	0	"PG"	"Adventure"	"Dramatization"	NA	1994	"Live Action"	0	16774699	0	16.774699	Inf
"4375"	"My Soul to Take"	16727470	14744435	1983035	5024958	25000000	"R"	"Horror"	"Contemporary Fiction"	107	2010	"Live Action"	0	15641429	25	16.72747	0.6690988
"4376"	"Battle of the Year"	16723377	8888355	7835022	273524	20000000	"PG-13"	"Drama"	"Contemporary Fiction"	109	2013	"Live Action"	0	9150737	20	16.723377	0.83616885
"4377"	"Kurôzu zero"	16699857	0	16699857	NA	0	NA	NA	NA	NA	2007	NA	0	NA	0	16.699857	Inf
"4378"	"Blink"	16668552	16668552	0	NA	0	"R"	"Thriller/Suspense"	"Contemporary Fiction"	NA	1994	"Live Action"	0	21655801	0	16.668552	Inf
"4379"	"Tremors"	16667084	16667084	0	NA	10000000	"PG-13"	"Action"	"Science Fiction"	NA	1990	"Live Action"	0	21841741	10	16.667084	1.6667084
"4380"	"7-gwang-goo"	16665595	0	16665595	NA	0	NA	NA	NA	0	2011	"Live Action"	0	NA	0	16.665595	Inf
"4381"	"Rough Cut"	16656125	16656125	0	NA	0	NA	NA	NA	NA	1980	NA	0	51825935	0	16.656125	Inf
"4382"	"Emperor"	16653511	16653511	0	1872090	0	"PG-13"	"Drama"	"Dramatization"	106	2012	"Live Action"	0	16653511	0	16.653511	Inf
"4383"	"The Hunter"	16647800	16647800	0	NA	0	NA	NA	NA	NA	1980	NA	0	51800030	0	16.6478	Inf
"4384"	"The Fabulous Baker Boys"	16644211	16644211	0	NA	0	"R"	"Comedy"	"Contemporary Fiction"	NA	1989	"Live Action"	0	34915296	0	16.644211	Inf
"4385"	"Bringing Out The Dead"	16640210	16640210	0	NA	32000000	"R"	"Black Comedy"	"Contemporary Fiction"	NA	1999	"Live Action"	0	27401237	32	16.64021	0.5200065625
"4386"	"Deep Cover"	16639799	16639799	0	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1992	"Live Action"	0	23718881	0	16.639799	Inf
"4387"	"True Crime"	16635339	16635339	0	NA	0	"R"	"Drama"	"Contemporary Fiction"	NA	1999	"Live Action"	0	27409013	0	16.635339	Inf
"4388"	"Halloween 4: The Return of Michael Myers"	16634499	16634499	0	NA	5000000	NA	"Horror"	"Fantasy"	NA	1988	"Live Action"	1	33876094	5	16.634499	3.3268998
"4389"	"Digimon: The Movie"	16628751	9628751	7000000	NA	5000000	"PG"	"Adventure"	"Kids Fiction"	NA	2000	"Hand Animation"	0	14952252	5	16.628751	3.3257502
"4390"	"Paparazzi"	16612072	15712072	900000	NA	20000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	NA	2004	"Live Action"	0	21177138	20	16.612072	0.8306036
"4391"	"Silent House"	16610760	12739737	3871023	2821218	2000000	"R"	"Horror"	"Fantasy"	86	2011	"Live Action"	0	13395926	2	16.61076	8.30538
"4392"	"Reservation Road"	16601440	101440	16500000	2619701	0	"R"	"Drama"	"Contemporary Fiction"	NA	2007	"Live Action"	0	123407	0	16.60144	Inf
"4393"	"Beat Street"	16595791	16595791	0	NA	0	NA	"Drama"	"Contemporary Fiction"	NA	1984	"Live Action"	0	41341305	0	16.595791	Inf
"4394"	"The Good Girl"	16585503	14018296	2567207	NA	8000000	"R"	"Comedy"	"Contemporary Fiction"	NA	2002	"Live Action"	0	20191420	8	16.585503	2.073187875
"4395"	"Baby's Day Out"	16581575	16581575	0	NA	50000000	"PG"	"Comedy"	"Contemporary Fiction"	NA	1994	"Live Action"	0	18015538	50	16.581575	0.3316315
"4396"	"54"	16574731	16574731	0	NA	13000000	"R"	"Drama"	"Dramatization"	NA	1998	"Live Action"	0	29580065	13	16.574731	1.27497930769231
"4397"	"To Live and Die in L.A."	16570320	16570320	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1985	"Live Action"	0	38974712	0	16.57032	Inf
"4398"	"Blue Valentine"	16566240	9737892	6828348	4163318	1000000	"NC-17"	"Drama"	"Contemporary Fiction"	120	2010	"Live Action"	0	10279758	1	16.56624	16.56624
"4399"	"Mindhunters"	16566235	4476235	12090000	NA	27000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	106	2005	"Live Action"	0	5844947	27	16.566235	0.613564259259259
"4400"	"My Girl 2"	16559100	16559100	0	NA	0	"PG"	"Comedy"	"Historical Fiction"	NA	1994	"Live Action"	1	22304702	0	16.5591	Inf
"4401"	"Shocker"	16554699	16554699	0	NA	0	"R"	"Horror"	"Fantasy"	110	1989	"Live Action"	0	26463613	0	16.554699	Inf
"4402"	"Transamerica"	16553163	9015303	7537860	3941119	1000000	"R"	"Drama"	"Contemporary Fiction"	NA	2005	"Live Action"	0	11525632	1	16.553163	16.553163
"4403"	"National Lampoon's Class Reunion"	16550727	16550727	0	NA	0	"R"	"Comedy"	"Contemporary Fiction"	NA	1982	"Live Action"	0	28623550	0	16.550727	Inf
"4404"	"The Life and Times of Judge Roy Bean"	16530578	16530578	0	NA	0	NA	NA	NA	NA	1972	NA	0	81388784	0	16.530578	Inf
"4405"	"Miracle on 1st Street"	16529062	0	16529062	NA	0	NA	NA	NA	NA	2007	NA	0	NA	0	16.529062	Inf
"4406"	"The Frighteners"	16524115	16524115	0	NA	0	"R"	"Horror"	"Fantasy"	NA	1996	"Live Action"	0	31291145	0	16.524115	Inf
"4407"	"Original Sin"	16521410	16521410	0	NA	26000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	116	2001	"Live Action"	0	24431837	26	16.52141	0.635438846153846
"4408"	"Krull"	16519460	16519460	0	NA	0	NA	"Adventure"	"Fantasy"	NA	1983	"Live Action"	0	43894565	0	16.51946	Inf
"4409"	"Sea Rex 3D: Journey to a Prehistoric World"	16515203	6096582	10418621	NA	5000000	"Not Rated"	"Documentary"	"Factual"	NA	2010	"Animation/Live Action"	0	6459087	5	16.515203	3.3030406
"4410"	"Belle"	16511348	10726630	5784718	NA	0	"PG"	"Drama"	"Dramatization"	105	2013	"Live Action"	0	10989216	0	16.511348	Inf
"4411"	"Der Baader Meinhof Komplex"	16498827	476270	16022557	NA	19700000	"R"	"Action"	"Dramatization"	150	2008	"Live Action"	0	531520	19.7	16.498827	0.837503908629442
"4412"	"The War"	16480770	16480770	0	NA	0	"PG-13"	"Drama"	"Contemporary Fiction"	NA	1994	"Live Action"	0	33809811	0	16.48077	Inf
"4413"	"Heart and Souls"	16479685	16479685	0	NA	0	"PG-13"	"Comedy"	"Fantasy"	107	1993	"Live Action"	0	18994786	0	16.479685	Inf
"4414"	"Spacehunter: Adventures in the Forbidden Zone"	16478265	16478265	0	NA	0	NA	"Adventure"	"Science Fiction"	NA	1983	"Live Action"	0	43785102	0	16.478265	Inf
"4415"	"Terminal Velocity"	16455799	16455799	0	NA	0	"PG-13"	"Action"	"Contemporary Fiction"	NA	1994	"Live Action"	0	33758587	0	16.455799	Inf
"4416"	"Jason X"	16440974	12610731	3830243	NA	14000000	"R"	"Horror"	"Contemporary Fiction"	NA	2002	"Live Action"	1	18167269	14	16.440974	1.17435528571429
"4417"	"Monkey Kingdom"	16440410	16432322	8088	NA	0	"G"	"Documentary"	"Factual"	77	2015	"Live Action"	0	16432322	0	16.44041	Inf
"4418"	"The Powerpuff Girls"	16425701	11411644	5014057	NA	25000000	"PG"	"Adventure"	"Super Hero"	NA	2002	"Hand Animation"	0	16439835	25	16.425701	0.65702804
"4419"	"Candy"	16408286	16408286	0	NA	0	"R"	"Comedy"	"Fantasy"	NA	1968	"Live Action"	0	104837673	0	16.408286	Inf
"4420"	"A Change of Seasons"	16400000	16400000	0	NA	0	NA	"Drama"	"Contemporary Fiction"	NA	1980	"Live Action"	0	51028994	0	16.4	Inf
"4421"	"Sergeant York"	16400000	16400000	0	NA	0	NA	NA	NA	NA	1941	NA	0	544714285	0	16.4	Inf
"4422"	"Die Wilden Kerle 4"	16400000	0	16400000	NA	0	NA	NA	NA	NA	2007	NA	0	NA	0	16.4	Inf
"4423"	"I Love You, Beth Cooper"	16382538	14800725	1581813	10480207	18000000	"PG-13"	"Comedy"	"Contemporary Fiction"	NA	2009	"Live Action"	0	16517609	18	16.382538	0.910141
"4424"	"The Words"	16369708	11494838	4874870	NA	6000000	"PG-13"	"Drama"	"Contemporary Fiction"	97	2012	"Live Action"	0	12086908	6	16.369708	2.72828466666667
"4425"	"Hudson Hawk"	16355667	16355667	0	NA	65000000	"R"	"Action"	"Contemporary Fiction"	NA	1991	"Live Action"	0	32517090	65	16.355667	0.251625646153846
"4426"	"American Dreamz"	16353669	7156725	9196944	NA	17000000	"PG-13"	"Black Comedy"	"Contemporary Fiction"	NA	2006	"Live Action"	0	9145313	17	16.353669	0.961980529411765
"4427"	"The Big Easy"	16351403	16351403	0	NA	0	NA	"Thriller/Suspense"	"Contemporary Fiction"	NA	1987	"Live Action"	0	35002880	0	16.351403	Inf
"4428"	"Two Lovers"	16349034	3149034	13200000	NA	12000000	"R"	"Drama"	"Contemporary Fiction"	NA	2009	"Live Action"	0	3514320	12	16.349034	1.3624195
"4429"	"Monkey Trouble"	16344520	16344520	0	NA	0	"PG"	"Comedy"	"Contemporary Fiction"	NA	1994	"Live Action"	0	16344520	0	16.34452	Inf
"4430"	"Burglar"	16337355	16337355	0	NA	0	NA	"Comedy"	"Contemporary Fiction"	NA	1987	"Live Action"	0	28352387	0	16.337355	Inf
"4431"	"MacArthur"	16320000	16320000	0	NA	0	NA	NA	NA	NA	1977	NA	0	61254891	0	16.32	Inf
"4432"	"The Silencers"	16318124	16318124	0	NA	0	"R"	NA	NA	NA	1966	NA	0	125305228	0	16.318124	Inf
"4433"	"Masters of the Universe"	16316460	16316460	0	NA	0	NA	"Action"	"Science Fiction"	NA	1987	"Live Action"	0	34928077	0	16.31646	Inf
"4434"	"Weird Science"	16316258	16316258	0	NA	0	"PG-13"	"Comedy"	"Fantasy"	94	1985	"Live Action"	0	38469600	0	16.316258	Inf
"4435"	"A Simple Plan"	16311763	16311763	0	NA	17000000	"R"	"Drama"	"Contemporary Fiction"	NA	1998	"Live Action"	0	27220588	17	16.311763	0.959515470588235
"4436"	"Muppets From Space"	16304786	16304786	0	NA	24000000	"G"	"Comedy"	"Kids Fiction"	NA	1999	"Live Action"	0	26841627	24	16.304786	0.679366083333333
"4437"	"Going My Way"	16300000	16300000	0	NA	0	NA	NA	NA	NA	1944	NA	0	430381700	0	16.3	Inf
"4438"	"Howard the Duck"	16295774	16295774	0	2414814	30000000	NA	"Action"	"Science Fiction"	NA	1986	"Live Action"	0	32533202	30	16.295774	0.543192466666667
"4439"	"Supercop"	16249557	16249557	0	NA	0	"R"	"Action"	"Contemporary Fiction"	NA	1996	"Live Action"	0	30771217	0	16.249557	Inf
"4440"	"Black Christmas"	16235738	16235738	0	29457214	9000000	"R"	"Horror"	"Contemporary Fiction"	NA	2006	"Live Action"	0	20495477	9	16.235738	1.80397088888889
"4441"	"Dasavatharam"	16227750	0	16227750	NA	0	NA	"Action"	"Contemporary Fiction"	NA	2008	"Live Action"	0	NA	0	16.22775	Inf
"4442"	"Kitaro And The Millennium Curse"	16224319	0	16224319	NA	0	NA	"Adventure"	"Fantasy"	NA	2008	"Live Action"	1	NA	0	16.224319	Inf
"4443"	"Cool Hand Luke"	16217773	16217773	0	NA	0	NA	NA	NA	NA	1967	NA	0	113118968	0	16.217773	Inf
"4444"	"Raw Deal"	16209459	16209459	0	NA	0	NA	"Action"	"Contemporary Fiction"	NA	1986	"Live Action"	0	29743917	0	16.209459	Inf
"4445"	"Follow Me Boys"	16207116	16207116	0	NA	0	NA	NA	NA	NA	1966	NA	0	124452810	0	16.207116	Inf
"4446"	"Ghost Story"	16202210	16202210	0	NA	0	NA	"Horror"	"Contemporary Fiction"	NA	1981	"Live Action"	0	43114640	0	16.20221	Inf
"4447"	"The Emperor's Club"	16193713	14060950	2132763	NA	12500000	"PG-13"	"Drama"	"Historical Fiction"	NA	2002	"Live Action"	0	20233554	12.5	16.193713	1.29549704
"4448"	"Paranoia"	16173593	7388654	8784939	82423	40000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	146	2012	"Live Action"	0	7606765	40	16.173593	0.404339825
"4449"	"Un secret"	16173558	623558	15550000	NA	0	"Not Rated"	"Drama"	"Historical Fiction"	NA	2008	"Live Action"	0	724641	0	16.173558	Inf
"4450"	"Just Visiting"	16172200	4777007	11395193	NA	40000000	"PG-13"	"Comedy"	"Fantasy"	NA	2001	"Live Action"	0	7064230	40	16.1722	0.404305
"4451"	"House of Sand and Fog"	16157923	13005485	3152438	NA	16500000	"R"	"Drama"	"Contemporary Fiction"	NA	2003	"Live Action"	0	17745739	16.5	16.157923	0.979268060606061
"4452"	"Defending Your Life"	16156857	16156857	0	NA	0	"PG"	"Comedy"	"Fantasy"	NA	1991	"Live Action"	0	32121825	0	16.156857	Inf
"4453"	"Richard Pryor Here and Now"	16156776	16156776	0	NA	0	NA	"Concert/Performance"	"Factual"	NA	1983	"Live Action"	0	42930860	0	16.156776	Inf
"4454"	"Mo' Better Blues"	16153000	16153000	0	NA	10000000	"R"	"Drama"	"Contemporary Fiction"	129	1990	"Live Action"	0	22009057	10	16.153	1.6153
"4455"	"The Blue Max"	16151612	16151612	0	NA	0	NA	NA	NA	NA	1966	"Live Action"	0	124026601	0	16.151612	Inf
